"","data","sta","x","y","BPC"
"2326","RSMP","RSMP12785",0.36211,50.35379,2492.8459664846
"2327","RSMP","RSMP11138",0.0854,50.35399,3339.84858210721
"2328","RSMP","RSMP10535",-0.14683,50.3541,10270.4764179268
"2329","RSMP","RSMP10621",-0.12823,50.35578,9875.93584979207
"2330","RSMP","RSMP11613",0.20497,50.35611,8720.71501483704
"2331","RSMP","RSMP11616",0.20503,50.35614,6985.42954493457
"2332","RSMP","RSMP11611",0.20493,50.35615,3050.0505370783
"2333","RSMP","RSMP11614",0.20501,50.35617,3660.44971747009
"2334","RSMP","RSMP11617",0.20506,50.35618,3752.59291195378
"2335","RSMP","RSMP11615",0.20502,50.35621,6262.28665817875
"2336","RSMP","RSMP3563",-4.14124,50.3564,1655.2944932328
"2337","RSMP","RSMP11334",0.14744,50.35641,3231.08732200379
"2338","RSMP","RSMP10272",-0.33254,50.3566,463.421159905887
"2339","RSMP","RSMP11674",0.21239,50.35662,238.998566944279
"2340","RSMP","RSMP12357",0.3064,50.35663,717.317248958421
"2341","RSMP","RSMP12355",0.30626,50.35672,10035.2383537081
"2342","RSMP","RSMP3582",-4.13295,50.35686,11758.3042395346
"2343","RSMP","RSMP14352",0.53107,50.35751,642.705123997621
"2344","RSMP","RSMP10801",-0.07182,50.35771,12827.5426447831
"2345","RSMP","RSMP321",-7.85466,50.35775,211.25121420859
"2346","RSMP","RSMP11596",0.20276,50.35777,19589.5223457034
"2347","RSMP","RSMP11302",0.13805,50.35784,7926.8536474613
"2348","RSMP","RSMP11299",0.13792,50.35787,1943.24230913841
"2349","RSMP","RSMP11303",0.13806,50.3579,3297.14654238083
"2350","RSMP","RSMP11305",0.1381,50.35791,3258.77111554708
"2351","RSMP","RSMP11304",0.13807,50.35792,5476.27425565158
"2352","RSMP","RSMP11301",0.13802,50.35793,4691.41464253364
"2353","RSMP","RSMP11300",0.13792,50.35816,3255.83631186804
"2354","RSMP","RSMP13079",0.40508,50.35841,18117.8474464485
"2355","RSMP","RSMP11425",0.16926,50.35867,2309.80768078823
"2356","RSMP","RSMP11064",0.05988,50.35898,1367.70403397362
"2357","RSMP","RSMP2849",-4.40483,50.35913,885.90460501221
"2358","RSMP","RSMP11813",0.22954,50.35914,13062.4320054209
"2359","RSMP","RSMP11282",0.13577,50.35949,3322.4892493784
"2360","RSMP","RSMP6848",-2.28795,50.35997,2793.55282862849
"2361","RSMP","RSMP12877",0.3744,50.36003,670.484652283388
"2362","RSMP","RSMP12600",0.33528,50.36005,1554.64173297109
"2363","RSMP","RSMP11056",0.05939,50.36018,1747.74548260266
"2364","RSMP","RSMP11054",0.05932,50.36026,4160.69178437647
"2365","RSMP","RSMP11055",0.05936,50.36026,5896.15743817643
"2366","RSMP","RSMP11057",0.0594,50.36029,5508.95910960483
"2367","RSMP","RSMP16190",0.68222,50.3603,5642.30871554007
"2368","RSMP","RSMP3571",-4.13749,50.36047,2924.31333806732
"2369","RSMP","RSMP6777",-2.40294,50.36052,3105.14327386974
"2370","RSMP","RSMP3465",-4.18212,50.36071,108602.11890944
"2371","RSMP","RSMP6963",-2.02279,50.36152,9981.08945425997
"2372","RSMP","RSMP6955",-2.05097,50.36164,1056.41388553791
"2373","RSMP","RSMP6950",-2.07925,50.36168,5926.0653749742
"2374","RSMP","RSMP6942",-2.10731,50.3618,6253.22865727583
"2375","RSMP","RSMP11508",0.18776,50.36188,17508.9029844878
"2376","RSMP","RSMP11507",0.18774,50.36189,6523.11367050746
"2377","RSMP","RSMP11509",0.18783,50.36192,2570.14471372236
"2378","RSMP","RSMP11505",0.18768,50.36195,4696.04952699768
"2379","RSMP","RSMP11506",0.18772,50.36195,5293.83522892981
"2380","RSMP","RSMP3457",-4.18563,50.36197,14061.3409757525
"2381","RSMP","RSMP16063",0.66578,50.36199,9159.39271413102
"2382","RSMP","RSMP15753",0.62726,50.36204,1291.89779631149
"2383","RSMP","RSMP16064",0.66579,50.3621,6401.31755343021
"2384","RSMP","RSMP15749",0.627,50.36211,2457.7450928369
"2385","RSMP","RSMP15752",0.62724,50.36211,381.515132198742
"2386","RSMP","RSMP6939",-2.13556,50.36216,931.196458370154
"2387","RSMP","RSMP12025",0.25051,50.36243,11522.19057613
"2388","RSMP","RSMP12023",0.25049,50.36245,10931.943540101
"2389","RSMP","RSMP13690",0.48476,50.36245,406.854007967039
"2390","RSMP","RSMP6921",-2.16364,50.36246,1233.639289094
"2391","RSMP","RSMP12028",0.2506,50.36248,4211.63341416426
"2392","RSMP","RSMP12026",0.25052,50.36249,3859.38022871672
"2393","RSMP","RSMP12024",0.2505,50.36251,4106.08752294291
"2394","RSMP","RSMP12027",0.25053,50.36255,1966.59329474217
"2395","RSMP","RSMP12474",0.32137,50.36255,2809.16916314588
"2396","RSMP","RSMP6901",-2.19182,50.36267,481.030282574142
"2397","RSMP","RSMP11194",0.10624,50.36271,2074.12160231653
"2398","RSMP","RSMP16302",0.69983,50.36276,1019.57772215125
"2399","RSMP","RSMP3452",-4.18718,50.36277,4471.32044261275
"2400","RSMP","RSMP11255",0.1278,50.36326,4235.89576813504
"2401","RSMP","RSMP602",-6.48535,50.36345,899.149080842113
"2402","RSMP","RSMP11490",0.18554,50.36353,9288.4496470202
"2403","RSMP","RSMP6869",-2.25386,50.36379,1732.18023790447
"2404","RSMP","RSMP13310",0.42797,50.36394,646.786186012713
"2405","RSMP","RSMP13308",0.42793,50.36397,1928.47563207425
"2406","RSMP","RSMP13307",0.42792,50.36398,711.856065716882
"2407","RSMP","RSMP12005",0.24826,50.36405,11204.8871822042
"2408","RSMP","RSMP13311",0.428,50.36405,3017.99634460008
"2409","RSMP","RSMP11387",0.15628,50.36406,3090.44668722389
"2410","RSMP","RSMP13309",0.42793,50.3641,1456.82238148355
"2411","RSMP","RSMP13305",0.42773,50.36414,588.55553710561
"2412","RSMP","RSMP3434",-4.19072,50.36514,11384.1889405135
"2413","RSMP","RSMP10759",-0.0935,50.36527,6598.49877191092
"2414","RSMP","RSMP10756",-0.09363,50.3653,2257.79627132211
"2415","RSMP","RSMP11167",0.09739,50.36532,1754.4658821075
"2416","RSMP","RSMP10758",-0.09354,50.36533,760.897032636182
"2417","RSMP","RSMP10757",-0.09357,50.36536,1893.08636540105
"2418","RSMP","RSMP10760",-0.09342,50.36538,16081.4464046759
"2419","RSMP","RSMP11676",0.21264,50.36613,10861.2061254814
"2420","RSMP","RSMP10884",-0.01731,50.36628,977.174096037385
"2421","RSMP","RSMP13703",0.48573,50.3663,636.263842451016
"2422","RSMP","RSMP11436",0.17424,50.36648,3209.67284121663
"2423","RSMP","RSMP11162",0.09215,50.3665,2287.65209678317
"2424","RSMP","RSMP11438",0.17432,50.3665,2091.13134934797
"2425","RSMP","RSMP11434",0.17415,50.36654,2651.46662264515
"2426","RSMP","RSMP11435",0.17418,50.36656,10668.7617517772
"2427","RSMP","RSMP11439",0.17432,50.36658,4725.19124197341
"2428","RSMP","RSMP11437",0.1743,50.36701,1630.2287040293
"2429","RSMP","RSMP11441",0.17458,50.36728,2608.10932245905
"2430","RSMP","RSMP6884",-2.21961,50.36744,4835.46745938552
"2431","RSMP","RSMP3435",-4.19053,50.36756,23824.1948010944
"2432","RSMP","RSMP11440",0.17454,50.36767,4475.25048120993
"2433","RSMP","RSMP326",-7.78679,50.36776,457.755740247741
"2434","RSMP","RSMP3456",-4.18575,50.36811,8457.74644706939
"2435","RSMP","RSMP11431",0.17197,50.36813,1863.22319958689
"2436","RSMP","RSMP11933",0.23976,50.36814,12802.8520390073
"2437","RSMP","RSMP11935",0.23987,50.36816,7402.8621786414
"2438","RSMP","RSMP11931",0.23975,50.36817,5864.29322866573
"2439","RSMP","RSMP14098",0.51285,50.36818,688.267936760002
"2440","RSMP","RSMP11932",0.23975,50.36819,14930.5795612473
"2441","RSMP","RSMP11934",0.23981,50.36823,7603.98839732239
"2442","RSMP","RSMP10979",0.01611,50.36824,1419.66968051939
"2443","RSMP","RSMP14172",0.51755,50.36864,2479.61665451719
"2444","RSMP","RSMP14175",0.51765,50.36864,5682.54351438575
"2445","RSMP","RSMP14176",0.51765,50.36867,3047.19703728517
"2446","RSMP","RSMP14178",0.5177,50.36867,7335.07072585501
"2447","RSMP","RSMP14179",0.51771,50.36869,2458.16137820588
"2448","RSMP","RSMP14181",0.51775,50.36872,2767.2637302503
"2449","RSMP","RSMP10600",-0.13214,50.36896,5952.86379459712
"2450","RSMP","RSMP10598",-0.13222,50.36901,19174.8267478031
"2451","RSMP","RSMP10599",-0.13221,50.36901,20447.0450863894
"2452","RSMP","RSMP10585",-0.13233,50.36903,5603.76536526549
"2453","RSMP","RSMP10592",-0.13226,50.36906,27055.9190351047
"2454","RSMP","RSMP10594",-0.13225,50.36909,2320.14102649153
"2455","RSMP","RSMP10589",-0.13227,50.36913,2180.87187369094
"2456","RSMP","RSMP10593",-0.13226,50.36913,15907.5101589554
"2457","RSMP","RSMP10595",-0.13225,50.36913,4579.81901766624
"2458","RSMP","RSMP12053",0.2526,50.36914,721.038607640373
"2459","RSMP","RSMP10586",-0.13233,50.36915,6241.17416267426
"2460","RSMP","RSMP13047",0.39963,50.36915,1071.1556559701
"2461","RSMP","RSMP10587",-0.13231,50.36916,6209.03181353809
"2462","RSMP","RSMP10588",-0.13228,50.36917,2994.25353325774
"2463","RSMP","RSMP10590",-0.13227,50.36917,1002.84696979989
"2464","RSMP","RSMP10596",-0.13225,50.36917,2791.39878606758
"2465","RSMP","RSMP10591",-0.13227,50.36918,6237.59158934508
"2466","RSMP","RSMP10597",-0.13225,50.3692,750.876956195092
"2467","RSMP","RSMP12047",0.25244,50.3692,7279.87506749415
"2468","RSMP","RSMP12049",0.25249,50.36923,1361.30932443421
"2469","RSMP","RSMP12046",0.25242,50.36926,2405.74825407992
"2470","RSMP","RSMP12048",0.25244,50.36927,4685.21083207008
"2471","RSMP","RSMP11904",0.23768,50.36977,5944.65970692039
"2472","RSMP","RSMP12231",0.28284,50.36988,2652.03522807968
"2473","RSMP","RSMP14410",0.5363,50.37018,1239.98085575137
"2474","RSMP","RSMP14138",0.51538,50.37028,8456.61728343266
"2475","RSMP","RSMP12792",0.36264,50.37056,1424.16254197559
"2476","RSMP","RSMP12245",0.28552,50.37099,4872.38997204206
"2477","RSMP","RSMP5742",-3.398,50.371,9554.35377586545
"2478","RSMP","RSMP12244",0.28551,50.371,2852.41964234545
"2479","RSMP","RSMP12246",0.28554,50.37102,1986.20103484018
"2480","RSMP","RSMP11517",0.19009,50.37107,9806.86172158778
"2481","RSMP","RSMP12247",0.28556,50.37109,12244.5836319268
"2482","RSMP","RSMP12248",0.28561,50.37109,6326.23380691381
"2483","RSMP","RSMP13544",0.4608,50.37114,268.716630992639
"2484","RSMP","RSMP5743",-3.39757,50.37131,1670.58623531492
"2485","RSMP","RSMP11639",0.20669,50.37181,22222.1225776464
"2486","RSMP","RSMP11637",0.20665,50.37185,7914.79389553932
"2487","RSMP","RSMP11641",0.20678,50.37185,10169.2023136987
"2488","RSMP","RSMP11640",0.20671,50.37187,2992.27182040717
"2489","RSMP","RSMP11638",0.20668,50.37191,3522.70049092853
"2490","RSMP","RSMP11644",0.20786,50.37209,3939.89807618698
"2491","RSMP","RSMP11825",0.23002,50.3723,8589.99093856941
"2492","RSMP","RSMP11823",0.22996,50.37235,13463.9057078984
"2493","RSMP","RSMP11824",0.22999,50.37236,3545.58633704977
"2494","RSMP","RSMP11827",0.23005,50.37236,10901.8885324173
"2495","RSMP","RSMP11829",0.2301,50.37237,1545.1100117802
"2496","RSMP","RSMP11828",0.23006,50.37242,7725.38259977843
"2497","RSMP","RSMP12234",0.28326,50.37263,2050.78087389993
"2498","RSMP","RSMP9582",-0.66666,50.37272,11068.6508392416
"2499","RSMP","RSMP11263",0.12973,50.37272,9083.70599101287
"2500","RSMP","RSMP11264",0.12975,50.37275,2308.47638202804
"2501","RSMP","RSMP11265",0.12979,50.37275,3087.67256420534
"2502","RSMP","RSMP11262",0.12971,50.37276,9562.8759674086
"2503","RSMP","RSMP11261",0.1297,50.3728,3873.06314520153
"2504","RSMP","RSMP7304",-1.60082,50.37291,13.9966250038738
"2505","RSMP","RSMP10845",-0.03891,50.37325,3217.06795398883
"2506","RSMP","RSMP10846",-0.03891,50.37326,2036.91491962124
"2507","RSMP","RSMP11260",0.12968,50.37327,978.093640650315
"2508","RSMP","RSMP10847",-0.03891,50.37331,1475.4215758658
"2509","RSMP","RSMP10850",-0.0389,50.37332,16995.6758380527
"2510","RSMP","RSMP10844",-0.03892,50.37333,6913.65825807315
"2511","RSMP","RSMP10848",-0.03891,50.37333,6389.70745968897
"2512","RSMP","RSMP10851",-0.03887,50.37333,4703.0717783016
"2513","RSMP","RSMP10843",-0.03893,50.37334,1985.12382704486
"2514","RSMP","RSMP10853",-0.03886,50.37334,1116.16230152909
"2515","RSMP","RSMP10854",-0.03886,50.37335,1365.85071232136
"2516","RSMP","RSMP10842",-0.03894,50.37336,2240.7467599924
"2517","RSMP","RSMP10849",-0.03891,50.37336,5881.55431433411
"2518","RSMP","RSMP10852",-0.03887,50.37337,5657.65333505988
"2519","RSMP","RSMP10856",-0.0385,50.37339,1877.17696286318
"2520","RSMP","RSMP11606",0.20447,50.37345,17412.0972640291
"2521","RSMP","RSMP9044",-0.89643,50.37356,1385.94769959176
"2522","RSMP","RSMP11799",0.22775,50.37395,936.996320286575
"2523","RSMP","RSMP10433",-0.20719,50.3744,2016.15610303587
"2524","RSMP","RSMP11254",0.12746,50.37441,4933.36736289388
"2525","RSMP","RSMP10787",-0.08213,50.37442,10672.5059049236
"2526","RSMP","RSMP12447",0.31622,50.37486,4003.83535182296
"2527","RSMP","RSMP12944",0.38788,50.37491,4234.6829344913
"2528","RSMP","RSMP6802",-2.35367,50.37506,13958.3248361424
"2529","RSMP","RSMP10367",-0.27264,50.3751,643.742940022989
"2530","RSMP","RSMP10380",-0.26068,50.3751,4952.81167883943
"2531","RSMP","RSMP14795",0.56014,50.3752,243.251713635278
"2532","RSMP","RSMP10531",-0.15143,50.37531,1301.22928891042
"2533","RSMP","RSMP10530",-0.15145,50.37539,971.158628500674
"2534","RSMP","RSMP16469",0.73793,50.37591,3831.76566845056
"2535","RSMP","RSMP11568",0.19965,50.37611,7065.4265204057
"2536","RSMP","RSMP11572",0.19974,50.37613,14239.5627429924
"2537","RSMP","RSMP11567",0.19959,50.37616,6994.06702112921
"2538","RSMP","RSMP11569",0.19966,50.37616,4966.70257024914
"2539","RSMP","RSMP11571",0.19972,50.37618,9625.62570431397
"2540","RSMP","RSMP10276",-0.33237,50.3762,1616.69208459579
"2541","RSMP","RSMP12124",0.26419,50.37624,22655.9112946138
"2542","RSMP","RSMP11605",0.20398,50.37634,2879.95944556856
"2543","RSMP","RSMP10072",-0.43352,50.3767,1348.36608075997
"2544","RSMP","RSMP10192",-0.38248,50.3767,2109.07304357051
"2545","RSMP","RSMP12445",0.31555,50.3768,1261.46628731837
"2546","RSMP","RSMP11401",0.16218,50.37693,7078.83268497126
"2547","RSMP","RSMP6961",-2.03667,50.37698,3014.60538573312
"2548","RSMP","RSMP6831",-2.31131,50.37706,2105.58478814613
"2549","RSMP","RSMP11732",0.21978,50.37754,4606.40648130505
"2550","RSMP","RSMP6945",-2.09267,50.37765,2148.0447293006
"2551","RSMP","RSMP13723",0.48806,50.37769,257.326870286688
"2552","RSMP","RSMP13356",0.43315,50.37776,2113.50115957084
"2553","RSMP","RSMP11560",0.19733,50.37778,17090.6050473055
"2554","RSMP","RSMP13722",0.48802,50.37782,512.733502245837
"2555","RSMP","RSMP6940",-2.12091,50.37783,3469.99668911627
"2556","RSMP","RSMP13724",0.48822,50.37783,89.1839228047887
"2557","RSMP","RSMP6931",-2.14881,50.37804,3994.3471290283
"2558","RSMP","RSMP6908",-2.17685,50.37827,329.015745163689
"2559","RSMP","RSMP12880",0.37558,50.37827,3643.35486077543
"2560","RSMP","RSMP12884",0.37567,50.37827,1533.29227581312
"2561","RSMP","RSMP11916",0.23836,50.37831,24724.3283775919
"2562","RSMP","RSMP12882",0.37565,50.37833,3084.43945365574
"2563","RSMP","RSMP12881",0.37563,50.37834,1422.07561171138
"2564","RSMP","RSMP11914",0.23831,50.37837,38127.8883657388
"2565","RSMP","RSMP12883",0.37565,50.37839,1880.79767012984
"2566","RSMP","RSMP370",-7.46246,50.37848,633.604851528567
"2567","RSMP","RSMP11921",0.23841,50.37853,7546.8730739381
"2568","RSMP","RSMP6890",-2.2053,50.37854,155.105692269939
"2569","RSMP","RSMP11920",0.2384,50.37854,6870.94108995335
"2570","RSMP","RSMP300",-7.97225,50.37856,1202.71509993733
"2571","RSMP","RSMP11918",0.23837,50.37857,2256.74222873874
"2572","RSMP","RSMP11924",0.23844,50.37857,3994.71694856172
"2573","RSMP","RSMP11922",0.23841,50.37858,2157.82356520592
"2574","RSMP","RSMP11923",0.23843,50.37858,2953.42355103759
"2575","RSMP","RSMP11927",0.23849,50.37858,274.917046102897
"2576","RSMP","RSMP11929",0.23868,50.37859,4561.76040147691
"2577","RSMP","RSMP11917",0.23836,50.3786,3092.17366337921
"2578","RSMP","RSMP11925",0.23847,50.3786,1207.72778655335
"2579","RSMP","RSMP11928",0.23861,50.37861,3154.16100849585
"2580","RSMP","RSMP11915",0.23834,50.37863,1839.48841335416
"2581","RSMP","RSMP11926",0.23848,50.37863,4626.28335306211
"2582","RSMP","RSMP6874",-2.23358,50.37864,563.031820482844
"2583","RSMP","RSMP11940",0.24129,50.37864,3190.6366611625
"2584","RSMP","RSMP11919",0.23839,50.37865,1787.92972241156
"2585","RSMP","RSMP12427",0.31391,50.37882,4776.68359856659
"2586","RSMP","RSMP341",-7.71741,50.37897,2052.86475035035
"2587","RSMP","RSMP10836",-0.04334,50.37948,18926.2924872609
"2588","RSMP","RSMP9743",-0.56619,50.3796,1826.20808959169
"2589","RSMP","RSMP12869",0.3734,50.37987,2597.39376212293
"2590","RSMP","RSMP10818",-0.05939,50.37996,9172.16031401985
"2591","RSMP","RSMP9903",-0.51051,50.3801,15048.3906655576
"2592","RSMP","RSMP11893",0.23618,50.38022,3134.83121230845
"2593","RSMP","RSMP12279",0.29235,50.38046,6315.7871739035
"2594","RSMP","RSMP12283",0.29242,50.38047,41387.0037646031
"2595","RSMP","RSMP12282",0.29241,50.38048,3040.83497938474
"2596","RSMP","RSMP12280",0.29237,50.38053,8061.16565276299
"2597","RSMP","RSMP12281",0.29239,50.38058,10269.1060680491
"2598","RSMP","RSMP16341",0.70637,50.38066,796.175059964732
"2599","RSMP","RSMP10992",0.02597,50.3807,3344.973689524
"2600","RSMP","RSMP11414",0.16514,50.38071,1393.57680138209
"2601","RSMP","RSMP10990",0.02595,50.38078,2296.26333235916
"2602","RSMP","RSMP10993",0.02599,50.38078,4265.87572360597
"2603","RSMP","RSMP12694",0.34576,50.38078,4021.76609100775
"2604","RSMP","RSMP10991",0.02596,50.38079,5897.75524273072
"2605","RSMP","RSMP12692",0.34572,50.38079,255.627387109802
"2606","RSMP","RSMP12693",0.34575,50.3808,1728.5183737946
"2607","RSMP","RSMP12695",0.34576,50.38083,9487.11088230034
"2608","RSMP","RSMP12697",0.34584,50.38083,2774.51677577043
"2609","RSMP","RSMP10989",0.02592,50.38084,9083.54434712972
"2610","RSMP","RSMP12696",0.34581,50.38087,3346.97408396282
"2611","RSMP","RSMP12691",0.3457,50.38091,1797.59655246139
"2612","RSMP","RSMP6855",-2.27539,50.38106,1129.60405740075
"2613","RSMP","RSMP11483",0.18301,50.38176,1897.51443091074
"2614","RSMP","RSMP13633",0.47891,50.38197,4790.81963991416
"2615","RSMP","RSMP13639",0.47906,50.38198,16019.6145904672
"2616","RSMP","RSMP13637",0.479,50.38199,2770.24553551524
"2617","RSMP","RSMP13635",0.47896,50.382,2481.76861104112
"2618","RSMP","RSMP13636",0.47897,50.38206,1875.74450286435
"2619","RSMP","RSMP12267",0.29021,50.38214,6253.41200013582
"2620","RSMP","RSMP12679",0.34351,50.38238,7241.22694320503
"2621","RSMP","RSMP11152",0.09006,50.38263,501.904923768343
"2622","RSMP","RSMP14143",0.5155,50.38271,236.868928341862
"2623","RSMP","RSMP11306",0.13843,50.3836,1999.85506680197
"2624","RSMP","RSMP13622",0.47672,50.38364,20077.3262817299
"2625","RSMP","RSMP16534",0.75088,50.38388,11980.6215473387
"2626","RSMP","RSMP12063",0.2555,50.38404,7403.83195610432
"2627","RSMP","RSMP12462",0.31904,50.38411,7374.03809751427
"2628","RSMP","RSMP10806",-0.06881,50.38416,17055.2040962583
"2629","RSMP","RSMP10805",-0.06883,50.3843,1956.9969498588
"2630","RSMP","RSMP12175",0.27478,50.38438,2716.43201034814
"2631","RSMP","RSMP12176",0.27481,50.38438,6928.4970855925
"2632","RSMP","RSMP12171",0.27471,50.38439,7993.92094785027
"2633","RSMP","RSMP12177",0.27486,50.38439,4243.09131469387
"2634","RSMP","RSMP12174",0.27476,50.38441,4498.28734263267
"2635","RSMP","RSMP3446",-4.18996,50.38443,9067.10495128089
"2636","RSMP","RSMP12170",0.27465,50.38447,3531.9704977884
"2637","RSMP","RSMP12172",0.27471,50.3848,2467.48655982271
"2638","RSMP","RSMP12173",0.27474,50.38515,858.409473412685
"2639","RSMP","RSMP15990",0.65368,50.38516,1207.35116942944
"2640","RSMP","RSMP13524",0.45628,50.3853,2017.84515219366
"2641","RSMP","RSMP13745",0.4912,50.38537,2267.11006537095
"2642","RSMP","RSMP13740",0.49105,50.38538,7826.61522449279
"2643","RSMP","RSMP13742",0.49113,50.3854,3528.0586393105
"2644","RSMP","RSMP13743",0.49118,50.3854,7438.95913456476
"2645","RSMP","RSMP12332",0.30301,50.38541,4774.1891300499
"2646","RSMP","RSMP12334",0.30305,50.38543,2555.5131161956
"2647","RSMP","RSMP12333",0.30303,50.38544,1440.90636664232
"2648","RSMP","RSMP12331",0.30298,50.38546,7935.66095871796
"2649","RSMP","RSMP13744",0.49119,50.38547,2097.93861679232
"2650","RSMP","RSMP10658",-0.1195,50.3855,4532.32840770212
"2651","RSMP","RSMP12335",0.30309,50.3855,5603.89684147366
"2652","RSMP","RSMP15249",0.58919,50.38555,3007.50072582464
"2653","RSMP","RSMP12456",0.31678,50.3857,6825.09028248061
"2654","RSMP","RSMP16585",0.76614,50.38587,6782.67496727239
"2655","RSMP","RSMP12161",0.27254,50.38598,3504.01533781626
"2656","RSMP","RSMP13620",0.47621,50.38628,4094.48277179617
"2657","RSMP","RSMP13726",0.48882,50.38699,6399.27467662472
"2658","RSMP","RSMP12313",0.30073,50.38703,2338.97971698678
"2659","RSMP","RSMP11593",0.20272,50.38723,5989.10921802447
"2660","RSMP","RSMP11598",0.20289,50.38726,15429.7652042625
"2661","RSMP","RSMP11594",0.20272,50.38728,3265.26883876606
"2662","RSMP","RSMP11595",0.20274,50.38728,8777.97718973631
"2663","RSMP","RSMP11592",0.20269,50.38733,6636.93272628739
"2664","RSMP","RSMP12604",0.33555,50.38736,5299.94959246789
"2665","RSMP","RSMP11585",0.20195,50.38737,936.385194067697
"2666","RSMP","RSMP13696",0.48503,50.38792,3772.90108039576
"2667","RSMP","RSMP13692",0.48495,50.38793,5833.60714233245
"2668","RSMP","RSMP13693",0.48497,50.38794,4367.16380480397
"2669","RSMP","RSMP11835",0.2305,50.38796,3284.58499297517
"2670","RSMP","RSMP13697",0.48508,50.38796,6031.24567008485
"2671","RSMP","RSMP15727",0.6251,50.38801,3506.16284909081
"2672","RSMP","RSMP11132",0.08179,50.38836,1379.6065303202
"2673","RSMP","RSMP12367",0.30692,50.38904,1079.9025807754
"2674","RSMP","RSMP10887",-0.01645,50.38913,4118.96233829446
"2675","RSMP","RSMP16417",0.72232,50.38926,12597.1996050442
"2676","RSMP","RSMP16416",0.72227,50.38929,2133.19315024103
"2677","RSMP","RSMP16414",0.72226,50.3893,12301.9392647828
"2678","RSMP","RSMP16413",0.72223,50.38931,2276.62505476017
"2679","RSMP","RSMP16415",0.72226,50.38934,8088.53098884155
"2680","RSMP","RSMP348",-7.64897,50.38957,267.610044475997
"2681","RSMP","RSMP12864",0.37192,50.38957,5895.35065873373
"2682","RSMP","RSMP312",-7.90425,50.38985,1605.89772310654
"2683","RSMP","RSMP375",-7.3944,50.38986,680.990514674023
"2684","RSMP","RSMP8345",-1.0565,50.39002,711.080631448066
"2685","RSMP","RSMP3422",-4.19759,50.39003,90800.7272374202
"2686","RSMP","RSMP14446",0.54022,50.39003,2661.52178560286
"2687","RSMP","RSMP14453",0.54028,50.39004,2859.35362728705
"2688","RSMP","RSMP14452",0.54027,50.39006,5607.472367395
"2689","RSMP","RSMP14456",0.54035,50.39007,6414.92160204103
"2690","RSMP","RSMP14454",0.54029,50.39008,20380.4886732018
"2691","RSMP","RSMP12266",0.2902,50.39009,6050.34860994996
"2692","RSMP","RSMP12013",0.2494,50.39032,8187.78799908842
"2693","RSMP","RSMP8363",-1.05278,50.39035,527.208910194568
"2694","RSMP","RSMP12012",0.2493,50.39038,758.469382024289
"2695","RSMP","RSMP12011",0.24923,50.39043,2642.07416087157
"2696","RSMP","RSMP14316",0.52762,50.39066,1770.54882043993
"2697","RSMP","RSMP14318",0.5277,50.39067,2057.02293451463
"2698","RSMP","RSMP14317",0.52765,50.39069,1649.01403809352
"2699","RSMP","RSMP14314",0.52755,50.39075,7899.8516766481
"2700","RSMP","RSMP12899",0.37774,50.3908,668.759656538769
"2701","RSMP","RSMP3325",-4.23249,50.391,18754.0832899659
"2702","RSMP","RSMP16623",0.77452,50.39158,40287.9660978361
"2703","RSMP","RSMP14427",0.53801,50.39161,3084.99419439268
"2704","RSMP","RSMP12359",0.30651,50.39164,19625.5412814708
"2705","RSMP","RSMP420",-6.98665,50.39182,1115.80441699934
"2706","RSMP","RSMP12360",0.30652,50.39187,3488.09352031961
"2707","RSMP","RSMP3338",-4.22571,50.3919,11358.670571312
"2708","RSMP","RSMP13603",0.47341,50.39205,6932.08668914987
"2709","RSMP","RSMP13607",0.47349,50.39205,5572.10221987666
"2710","RSMP","RSMP13606",0.47348,50.39206,2281.85756979714
"2711","RSMP","RSMP13608",0.47349,50.39211,2484.98011114917
"2712","RSMP","RSMP14276",0.52538,50.39222,4693.10290848029
"2713","RSMP","RSMP13019",0.39398,50.3923,1362.02357622606
"2714","RSMP","RSMP8357",-1.05398,50.39238,1575.06873058919
"2715","RSMP","RSMP6964",-2.02241,50.39245,517.851743747664
"2716","RSMP","RSMP6956",-2.05054,50.3927,2348.56617237282
"2717","RSMP","RSMP12729",0.35138,50.39279,1158.2437496515
"2718","RSMP","RSMP16225",0.68934,50.39286,1191.08209077856
"2719","RSMP","RSMP6951",-2.07879,50.39289,6432.8365005816
"2720","RSMP","RSMP13235",0.41839,50.39311,1353.95911760854
"2721","RSMP","RSMP13236",0.41842,50.39317,5263.46829055035
"2722","RSMP","RSMP13234",0.41836,50.39319,9052.08229418752
"2723","RSMP","RSMP13237",0.4185,50.3932,2481.9241725484
"2724","RSMP","RSMP13233",0.4183,50.39326,1134.61105460859
"2725","RSMP","RSMP10808",-0.06644,50.39329,997.306784461687
"2726","RSMP","RSMP8338",-1.05766,50.39335,2879.71977685062
"2727","RSMP","RSMP10807",-0.06646,50.39337,2360.3540843414
"2728","RSMP","RSMP3416",-4.20363,50.39344,46815.6264344557
"2729","RSMP","RSMP11187",0.10597,50.39346,745.089658648223
"2730","RSMP","RSMP11186",0.10596,50.39354,838.905937719487
"2731","RSMP","RSMP14052",0.50946,50.39357,10296.5659080153
"2732","RSMP","RSMP11188",0.106,50.39358,1274.69729353087
"2733","RSMP","RSMP14051",0.50943,50.39358,7042.68529373248
"2734","RSMP","RSMP14042",0.50938,50.39359,6490.91155536169
"2735","RSMP","RSMP14037",0.50935,50.3936,2952.06154134585
