"","data","sta","x","y","BPC"
"1","REBENT","REBENT203",9.1537,41.3894,12628.622191107
"2","REBENT","REBENT204",9.2436,41.4253,5898.83776237382
"3","REBENT","REBENT201",9.008,41.4638,2543.04451384737
"4","REBENT","REBENT202",9.009,41.4639,1584.03853949808
"5","REBENT","REBENT207",9.2856,41.4677,3169.67655324471
"6","REBENT","REBENT206",9.2854,41.468,1185.89106294566
"7","REBENT","REBENT208",9.3146,41.6086,2977.22833934108
"8","REBENT","REBENT200",8.7964,41.8903,4828.29778047766
"9","REBENT","REBENT196",8.69533,41.90267,1556.33239942682
"10","REBENT","REBENT195",8.6086,42.1217,1109.35685163719
"11","REBENT","REBENT215",9.5806,42.1322,3328.11758872846
"12","REBENT","REBENT216",9.5834,42.1327,1603.54621964862
"13","REBENT","REBENT194",8.5769,42.1425,1045.10207446028
"14","REBENT","REBENT134",3.1725,42.4453,1351.30173848078
"15","REBENT","REBENT133",3.1724,42.4454,872.796308056249
"16","REBENT","REBENT132",3.14895,42.47861,3697.19821850241
"17","REBENT","REBENT131",3.142,42.48817,133554.10364412
"18","REBENT","REBENT129",3.0893,42.5317,681.312170824002
"19","REBENT","REBENT130",3.0894,42.5317,1280.453889269
"20","REBENT","REBENT214",9.5554,42.5427,1867.56346990126
"21","REBENT","REBENT199",8.75763,42.57678,3432.21534494665
"22","REBENT","REBENT197",8.7292,42.5799,3370.08828352165
"23","REBENT","REBENT198",8.7305,42.5799,3412.11182494239
"24","REBENT","REBENT213",9.49948,42.61848,2019.83063096669
"25","REBENT","REBENT205",9.285,42.6898,4461.39795822556
"26","REBENT","REBENT210",9.46,42.70592,3610.74712015816
"27","REBENT","REBENT209",9.3339,42.8014,4212.62671172603
"28","REBENT","REBENT127",3.0661,42.8518,914.756220994113
"29","REBENT","REBENT128",3.0661,42.8521,991.63296036309
"30","REBENT","REBENT211",9.4871,42.9645,2730.72156860856
"31","REBENT","REBENT212",9.4974,42.9833,3143.61382410027
"32","REBENT","REBENT176",6.4412,43.0031,362882.620349032
"33","REBENT","REBENT175",6.4333,43.0036,2499.6385051021
"34","REBENT","REBENT174",6.4279,43.007,2791.8292174327
"35","REBENT","REBENT171",6.2743,43.019,3215.13378219648
"36","REBENT","REBENT170",6.2199,43.0411,3506.62398907495
"37","REBENT","REBENT167",5.84888,43.04919,978.806226101487
"38","REBENT","REBENT172",6.3419,43.0749,2561.22651176847
"39","REBENT","REBENT169",5.965,43.0926,3790.88937535324
"40","REBENT","REBENT168",5.9472,43.0965,2276.93805817109
"41","REBENT","REBENT166",5.7798,43.1021,1311.76764832649
"42","REBENT","REBENT173",6.3868,43.1023,4260.6293360815
"43","REBENT","REBENT165",5.75075,43.11131,3059.42155176122
"44","REBENT","REBENT135",3.2044,43.1532,1580.02639780692
"45","REBENT","REBENT136",3.2045,43.1533,784.084782400369
"46","REBENT","REBENT164",5.6195,43.1683,186592.28674966
"47","REBENT","REBENT177",6.5604,43.17773,991.119047823879
"48","REBENT","REBENT160",5.38624,43.18948,1917.99312486998
"49","REBENT","REBENT159",5.3799,43.1959,2698.39686168963
"50","REBENT","REBENT162",5.5229,43.203,1142.20011304444
"51","REBENT","REBENT157",5.3473,43.2043,2560.09279619773
"52","REBENT","REBENT163",5.5372,43.2047,259.628221097273
"53","REBENT","REBENT158",5.3483,43.2082,834.548301623732
"54","REBENT","REBENT161",5.40357,43.21282,6263.41132982116
"55","REBENT","REBENT179",6.6955,43.229,5872.12257340715
"56","REBENT","REBENT137",3.4711,43.2391,1217.30666851919
"57","REBENT","REBENT156",5.3448,43.2562,845.020080513873
"58","REBENT","REBENT138",3.4781,43.2608,95023.1489723024
"59","REBENT","REBENT154",5.323,43.2658,2810.41670545976
"60","REBENT","REBENT139",3.5398,43.2715,1235.73551303139
"61","REBENT","REBENT178",6.6442,43.27535,5228.88677388082
"62","REBENT","REBENT152",5.1605,43.311,243829.552179117
"63","REBENT","REBENT153",5.1782,43.3214,1158.224957795
"64","REBENT","REBENT147",4.72022,43.33335,1305.39569463166
"65","REBENT","REBENT155",5.3269,43.3371,2802.82528674127
"66","REBENT","REBENT151",4.9293,43.3606,2499.83737757767
"67","REBENT","REBENT150",4.9291,43.3607,780.940033097407
"68","REBENT","REBENT141",3.78056,43.37162,2240.53081641254
"69","REBENT","REBENT140",3.7113,43.3772,817.802387150507
"70","REBENT","REBENT148",4.895,43.3855,3584.83494287177
"71","REBENT","REBENT149",4.8955,43.3855,4735.30139063012
"72","REBENT","REBENT180",6.74731,43.3988,2098.65317188652
"73","REBENT","REBENT181",6.75852,43.41131,1825.75244262584
"74","REBENT","REBENT146",4.50217,43.41333,2633.70082398527
"75","REBENT","REBENT183",6.8685,43.4223,235627.217585715
"76","REBENT","REBENT182",6.8667,43.4235,1717.81359861693
"77","REBENT","REBENT142",3.96538,43.43398,4200.81827535125
"78","REBENT","REBENT145",4.20583,43.43517,1206.65590788695
"79","REBENT","REBENT68",-1.59293,43.465,2693.54955964681
"80","REBENT","REBENT144",4.09904,43.51781,1354.33731971313
"81","REBENT","REBENT143",4.0533,43.526,3211.70258954704
"82","REBENT","REBENT184",6.96356,43.53138,929.582152092054
"83","REBENT","REBENT188",7.1433,43.5591,129860.928307701
"84","REBENT","REBENT187",7.1397,43.5595,1212.72052383866
"85","REBENT","REBENT186",7.1353,43.5941,19424.6151559845
"86","REBENT","REBENT185",7.1351,43.6131,699.016330300455
"87","REBENT","REBENT189",7.21944,43.64751,1328.77645135357
"88","REBENT","REBENT78",-1.42712,43.67324,27637.4609670582
"89","REBENT","REBENT77",-1.42987,43.67839,27009.3580764381
"90","REBENT","REBENT76",-1.43143,43.68061,38620.1834177295
"91","REBENT","REBENT190",7.2367,43.6808,777.708398505702
"92","REBENT","REBENT191",7.311,43.693,2268.76705471799
"93","REBENT","REBENT192",7.42983,43.7285,1435.12486151947
"94","REBENT","REBENT193",7.4948,43.7558,2025.36386886302
"95","REBENT","REBENT85",-1.25885,44.43158,435.189199556444
"96","REBENT","REBENT86",-1.23566,44.64,791.156190305108
"97","REBENT","REBENT100",-1.10333,44.6775,3047.31818044196
"98","REBENT","REBENT91",-1.19519,44.68576,15977.2614403368
"99","REBENT","REBENT99",-1.10428,44.70982,10686.9785717854
"100","REBENT","REBENT90",-1.19812,45.90127,9641.85254540459
"101","REBENT","REBENT88",-1.21439,45.94146,3860.98485279682
"102","REBENT","REBENT101",-1.08099,45.95315,3634.16331246973
"103","REBENT","REBENT102",-1.0798,45.95391,381.166765932086
"104","REBENT","REBENT87",-1.2146,45.96088,4388.51874437628
"105","REBENT","REBENT84",-1.25992,46.00816,7573.48089918423
"106","REBENT","REBENT79",-1.42383,46.20753,12375.1361022723
"107","REBENT","REBENT82",-1.30432,46.21231,5836.27255730074
"108","REBENT","REBENT83",-1.28351,46.2687,918.784661328443
"109","REBENT","REBENT53",-1.95633,46.60266,14651.3398392717
"110","REBENT","REBENT54",-1.92154,46.66936,10796.1625364547
"111","REBENT","REBENT46",-2.22009,46.68324,11284.2493742915
"112","REBENT","REBENT51",-2.0181,46.74567,27547.384917713
"113","REBENT","REBENT48",-2.17105,46.95994,86625.4163015466
"114","REBENT","REBENT49",-2.15118,47.03203,12640.4540116926
"115","REBENT","REBENT52",-2.00903,47.05622,26336.7937217324
"116","REBENT","REBENT44",-2.45294,47.13689,4167.22557345696
"117","REBENT","REBENT28",-3.13254,47.33133,15892.9756371063
"118","REBENT","REBENT41",-2.60486,47.36795,2100.96659104083
"119","REBENT","REBENT37",-2.84348,47.40835,2704.48997911742
"120","REBENT","REBENT43",-2.55249,47.47282,4216.71258347165
"121","REBENT","REBENT30",-3.05637,47.48157,6447.46375385186
"122","REBENT","REBENT38",-2.83527,47.49262,6254.17448043561
"123","REBENT","REBENT42",-2.58246,47.51677,10591.790736759
"124","REBENT","REBENT32",-2.93448,47.5258,48546.8678694467
"125","REBENT","REBENT33",-2.89819,47.526,12523.732993699
"126","REBENT","REBENT36",-2.87,47.53059,13482.7166285613
"127","REBENT","REBENT29",-3.12018,47.55918,17662.3016157252
"128","REBENT","REBENT34",-2.88336,47.56044,61585.687990227
"129","REBENT","REBENT27",-3.2818,47.64677,6390.81783026392
"130","REBENT","REBENT26",-3.32214,47.69302,23765.5165346606
"131","REBENT","REBENT25",-3.32953,47.70151,33674.3199854033
"132","REBENT","REBENT17",-4.00031,47.73497,22353.9219944788
"133","REBENT","REBENT21",-3.88412,47.79177,129714.399962935
"134","REBENT","REBENT18",-3.95782,47.82383,6515.12671997547
"135","REBENT","REBENT16",-4.01099,47.85064,100539.746861033
"136","REBENT","REBENT10",-4.3952,47.8639,1450.37083282397
"137","REBENT","REBENT13",-4.36423,47.88017,3934.18944374941
"138","REBENT","REBENT14",-4.32587,48.13465,3686.71327331542
"139","REBENT","REBENT7",-4.49109,48.21255,3080.39987566287
"140","REBENT","REBENT9",-4.44568,48.23238,12817.2691825795
"141","REBENT","REBENT1",-4.89377,48.25852,2317.15769506269
"142","REBENT","REBENT5",-4.58078,48.29685,5113.07884375189
"143","REBENT","REBENT11",-4.37115,48.32195,37069.2172877307
"144","REBENT","REBENT12",-4.37039,48.33104,14585.7524708915
"145","REBENT","REBENT8",-4.45419,48.33332,12110.7916393396
"146","REBENT","REBENT3",-4.76471,48.3733,4001.15687638937
"147","REBENT","REBENT2",-4.85428,48.3868,31965.3146584905
"148","REBENT","REBENT39",-2.68655,48.5514,13935.6163899664
"149","REBENT","REBENT40",-2.66785,48.5672,2300.87945733648
"150","REBENT","REBENT6",-4.56659,48.59894,18732.6774613979
"151","REBENT","REBENT4",-4.61237,48.60568,21087.3059679893
"152","REBENT","REBENT47",-2.18506,48.60865,6701.5055188551
"153","REBENT","REBENT58",-1.83801,48.626,6362.54762249061
"154","REBENT","REBENT45",-2.25006,48.6306,9906.4769067092
"155","REBENT","REBENT50",-2.13538,48.63685,1304.22554500442
"156","REBENT","REBENT62",-1.65689,48.64193,14807.0108743099
"157","REBENT","REBENT81",-1.39648,48.64827,6660.37915717049
"158","REBENT","REBENT72",-1.51331,48.64888,2182.09522749197
"159","REBENT","REBENT74",-1.50485,48.6518,4181.46381986408
"160","REBENT","REBENT80",-1.41412,48.65356,26033.9956974065
"161","REBENT","REBENT75",-1.45178,48.6554,5295.56331127986
"162","REBENT","REBENT15",-4.27853,48.65701,26769.3442970328
"163","REBENT","REBENT20",-3.91736,48.67812,29383.9029682431
"164","REBENT","REBENT24",-3.59488,48.67828,15142.6092383379
"165","REBENT","REBENT23",-3.6066,48.70828,1965.09570995473
"166","REBENT","REBENT22",-3.86618,48.70833,5423.8193046681
"167","REBENT","REBENT19",-3.93372,48.71222,21560.2145654644
"168","REBENT","REBENT71",-1.55219,48.71246,1173.73085864408
"169","RSMP","RSMP310",-7.92251,48.75353,936.24223341352
"170","REBENT","REBENT69",-1.57739,48.76832,2824.86164250976
"171","REBENT","REBENT64",-1.6189,48.77494,3868.02557802503
"172","REBENT","REBENT35",-2.87381,48.78728,4317.83363460488
"173","RSMP","RSMP240",-8.245,48.799,2007.42698284125
"174","RSMP","RSMP241",-8.24478,48.79962,1343.87144777497
"175","RSMP","RSMP319",-7.858,48.822,1705.92139675373
"176","RSMP","RSMP320",-7.85742,48.82256,2465.25632467103
"177","REBENT","REBENT31",-3.01935,48.82359,33949.2461030234
"178","RSMP","RSMP52",-9.25689,48.83809,843.676462962153
"179","RSMP","RSMP20",-9.38303,48.8511,238.671797495476
"180","RSMP","RSMP37",-9.34752,48.85259,198.984960301073
"181","RSMP","RSMP44",-9.29589,48.86342,462.894763267762
"182","RSMP","RSMP34",-9.35255,48.87001,190.043924629641
"183","RSMP","RSMP56",-9.24315,48.87259,737.896529803775
"184","REBENT","REBENT70",-1.577,48.87484,2601.73953384617
"185","REBENT","REBENT65",-1.61066,48.87538,2978.01936401041
"186","REBENT","REBENT57",-1.83884,48.87603,8691.5428639365
"187","RSMP","RSMP27",-9.36843,48.88058,1161.17982889733
"188","REBENT","REBENT59",-1.82816,48.8812,7011.64441131156
"189","RSMP","RSMP67",-9.18955,48.88274,958.258493285361
"190","RSMP","RSMP40",-9.33066,48.88432,151.515031808313
"191","RSMP","RSMP76",-9.1627,48.88765,564.301657318859
"192","RSMP","RSMP17",-9.38555,48.89123,106.449128335262
"193","RSMP","RSMP47",-9.28067,48.89502,1350.33548660452
"194","RSMP","RSMP79",-9.15588,48.90449,729.840095983366
"195","RSMP","RSMP89",-9.12884,48.90927,947.884944445017
"196","REBENT","REBENT61",-1.77972,48.9095,15850.1255000568
"197","RSMP","RSMP33",-9.35262,48.91226,611.529809548599
"198","RSMP","RSMP19",-9.3842,48.91251,999.537875475282
"199","RSMP","RSMP71",-9.18316,48.91277,367.719918800759
"200","RSMP","RSMP62",-9.21817,48.91346,1904.81156686296
"201","RSMP","RSMP43",-9.31289,48.91662,484.536985713913
"202","RSMP","RSMP83",-9.14866,48.92222,981.059137021942
"203","RSMP","RSMP50",-9.26492,48.92604,589.061718782771
"204","RSMP","RSMP93",-9.12228,48.92663,56.9218664945963
"205","REBENT","REBENT60",-1.80484,48.92667,7171.3149611656
"206","RSMP","RSMP104",-9.09519,48.9311,228.021187411381
"207","RSMP","RSMP35",-9.3501,48.93448,290.13125366498
"208","RSMP","RSMP41",-9.31757,48.93464,552.747191455526
"209","RSMP","RSMP55",-9.24912,48.93509,381.630367214561
"210","RSMP","RSMP15",-9.38832,48.93564,189.472182229744
"211","RSMP","RSMP70",-9.18426,48.9359,395.465006884295
"212","RSMP","RSMP63",-9.21504,48.93599,829.576042521241
"213","RSMP","RSMP86",-9.14135,48.93928,117.708433143059
"214","RSMP","RSMP95",-9.11472,48.94383,1211.88533637988
"215","RSMP","RSMP18",-9.3848,48.94445,143.231709889607
"216","RSMP","RSMP25",-9.37127,48.94693,234.66799876059
"217","RSMP","RSMP107",-9.08821,48.9486,2297.43792103355
"218","RSMP","RSMP11",-9.39424,48.95067,891.064828236838
"219","RSMP","RSMP78",-9.15979,48.95069,154.47769165202
"220","RSMP","RSMP28",-9.36738,48.95572,592.881950893572
"221","RSMP","RSMP54",-9.24999,48.95627,1072.40046480985
"222","RSMP","RSMP42",-9.31529,48.95633,726.28394435138
"223","RSMP","RSMP45",-9.28405,48.95648,255.868271609897
"224","RSMP","RSMP13",-9.39043,48.95936,1007.37841937664
"225","RSMP","RSMP97",-9.10777,48.96087,353.282877978284
"226","RSMP","RSMP22",-9.37785,48.9619,2402.5956680283
"227","RSMP","RSMP30",-9.36418,48.96429,659.056655890196
"228","RSMP","RSMP109",-9.08111,48.96606,1916.66054185619
"229","RSMP","RSMP16",-9.38703,48.96807,553.529349410043
"230","RSMP","RSMP116",-9.05444,48.96959,525.93098211414
"231","RSMP","RSMP24",-9.37406,48.97058,969.068150973673
"232","RSMP","RSMP66",-9.193,48.97134,221.265949474995
"233","RSMP","RSMP31",-9.36013,48.97299,421.565630800455
"234","RSMP","RSMP10",-9.39666,48.97426,545.016321877089
"235","RSMP","RSMP46",-9.28211,48.97848,155.926690156551
"236","RSMP","RSMP26",-9.37023,48.97921,665.723736384453
"237","RSMP","RSMP84",-9.14551,48.98142,366.008780876193
"238","RSMP","RSMP12",-9.39328,48.98302,697.747676016952
"239","RSMP","RSMP38",-9.34333,48.98406,466.93191668722
"240","RSMP","RSMP21",-9.38009,48.98561,1229.3091333663
"241","RSMP","RSMP29",-9.36652,48.98814,221.620026552615
"242","RSMP","RSMP32",-9.353,48.99054,396.880959590221
"243","RSMP","RSMP14",-9.38969,48.99161,2703.12058516808
"244","RSMP","RSMP106",-9.09206,48.99221,2224.6915975714
"245","RSMP","RSMP39",-9.33988,48.99269,288.056791170208
"246","RSMP","RSMP59",-9.22484,48.99336,555.034529958167
"247","RSMP","RSMP23",-9.37607,48.99417,558.866524441049
"248","RSMP","RSMP9",-9.39937,48.99804,306.651276746435
"249","RSMP","RSMP36",-9.34967,48.99907,363.037076205023
"250","RSMP","RSMP124",-9.03835,49.00286,654.657849145696
"251","RSMP","RSMP73",-9.17391,49.00337,148.445703251081
"252","RSMP","RSMP101",-9.09664,49.01065,2070.7797457161
"253","RSMP","RSMP150",-8.98755,49.01144,371.822297650938
"254","RSMP","RSMP51",-9.25711,49.01386,691.387328461928
"255","RSMP","RSMP92",-9.12406,49.01399,1978.56995396919
"256","RSMP","RSMP280",-8.0774,49.02468,363.277212898732
"257","RSMP","RSMP64",-9.2073,49.02519,269.875762847317
"258","RSMP","RSMP100",-9.0968,49.03157,951.147570980021
"259","RSMP","RSMP113",-9.06191,49.03249,3390.90386821815
"260","RSMP","RSMP147",-8.99333,49.03434,418.435330910106
"261","RSMP","RSMP158",-8.96476,49.03485,347.132284866102
"262","RSMP","RSMP80",-9.15537,49.03612,2136.14762523438
"263","RSMP","RSMP130",-9.02277,49.03635,335.1061058005
"264","RSMP","RSMP169",-8.93857,49.03865,1430.34543296605
"265","RSMP","RSMP57",-9.23987,49.04652,1795.4028350962
"266","RSMP","RSMP103",-9.0953,49.05272,203.760550801763
"267","RSMP","RSMP146",-8.99339,49.05435,2130.3437254357
"268","RSMP","RSMP90",-9.12657,49.05436,1274.23877435325
"269","RSMP","RSMP129",-9.02782,49.05455,917.221120137669
"270","RSMP","RSMP68",-9.18488,49.0555,550.36737085897
"271","RSMP","RSMP115",-9.05927,49.05611,854.233884365344
"272","RSMP","RSMP160",-8.96075,49.0564,1508.43222592686
"273","RSMP","RSMP175",-8.91827,49.05707,731.640090669926
"274","RSMP","RSMP48",-9.2708,49.0678,342.196672117285
"275","RSMP","RSMP138",-9.0044,49.06897,1218.37225728268
"276","RSMP","RSMP123",-9.04007,49.07133,1454.2394986996
"277","RSMP","RSMP102",-9.09541,49.07501,2025.56487792716
"278","RSMP","RSMP91",-9.12636,49.07622,197.272245330331
"279","RSMP","RSMP60",-9.22096,49.07848,4888.63651980255
"280","RSMP","RSMP162",-8.95406,49.07935,566.230044659452
"281","RSMP","RSMP136",-9.00803,49.08215,2427.10351615185
"282","RSMP","RSMP74",-9.17153,49.08865,354.863600898273
"283","RSMP","RSMP125",-9.0365,49.08972,857.783541454137
"284","RSMP","RSMP180",-8.90424,49.09142,324.281697279127
"285","RSMP","RSMP94",-9.1179,49.09826,539.09848186223
"286","RSMP","RSMP53",-9.25322,49.10116,315.756884591995
"287","RSMP","RSMP192",-8.84988,49.10122,197.847045022438
"288","RSMP","RSMP151",-8.98529,49.10164,2672.92364251523
"289","RSMP","RSMP171",-8.93616,49.11165,567.599830481642
"290","RSMP","RSMP111",-9.0684,49.11178,1142.46858068341
"291","RSMP","RSMP65",-9.20317,49.11186,612.681501821766
"292","RSMP","RSMP81",-9.15331,49.12071,138.306053415915
"293","RSMP","RSMP186",-8.88509,49.12213,1155.14024663134
"294","RSMP","RSMP132",-9.01762,49.1231,2032.95984733333
"295","RSMP","RSMP98",-9.10124,49.13158,768.491951165295
"296","RSMP","RSMP58",-9.23414,49.13286,1763.79703874069
"297","RSMP","RSMP197",-8.83518,49.13354,730.421708988915
"298","RSMP","RSMP157",-8.96663,49.13364,443.217983236734
"299","RSMP","RSMP208",-8.78591,49.14057,313.971080503364
"300","RSMP","RSMP212",-8.75888,49.14147,1528.31612179787
"301","RSMP","RSMP117",-9.04757,49.1422,662.317030684475
"302","RSMP","RSMP177",-8.91628,49.14338,1426.68582845873
"303","RSMP","RSMP69",-9.18436,49.14384,11406.3020728446
"304","RSMP","RSMP87",-9.13273,49.15424,396.930051438756
"305","RSMP","RSMP209",-8.77751,49.15475,1265.54736746603
"306","RSMP","RSMP190",-8.86598,49.15515,828.161033708428
"307","RSMP","RSMP143",-8.99935,49.15559,1339.33729777286
"308","RSMP","RSMP216",-8.72541,49.15942,782.232543536302
"309","REBENT","REBENT63",-1.64999,49.16269,1645.18810719083
"310","RSMP","RSMP61",-9.21877,49.16273,1586.49830907946
"311","RSMP","RSMP108",-9.08227,49.16499,403.027367679656
"312","RSMP","RSMP202",-8.81668,49.16585,31.0615732333425
"313","RSMP","RSMP165",-8.94815,49.16655,1792.84813383605
"314","RSMP","RSMP211",-8.77066,49.17282,435.77597417605
"315","RSMP","RSMP75",-9.16555,49.17602,9847.25809971882
"316","RSMP","RSMP127",-9.03133,49.17626,5356.85249190778
"317","RSMP","RSMP182",-8.8982,49.17672,466.38455479687
"318","RSMP","RSMP206",-8.7964,49.17714,247.00987665202
"319","RSMP","RSMP172",-8.93137,49.17834,780.128166184232
"320","RSMP","RSMP217",-8.71156,49.18497,341.31482024945
"321","REBENT","REBENT67",-1.60785,49.18577,1532.66131151085
"322","RSMP","RSMP154",-8.97494,49.1868,3940.34985409576
"323","RSMP","RSMP199",-8.8342,49.19525,939.598176710677
"324","RSMP","RSMP164",-8.95195,49.19626,581.775756136173
"325","RSMP","RSMP205",-8.79935,49.19628,438.186236909541
"326","RSMP","RSMP173",-8.92984,49.19833,1642.56348134594
"327","RSMP","RSMP112",-9.06374,49.19883,1958.10887860271
"328","RSMP","RSMP214",-8.74514,49.20792,722.25997079156
"329","RSMP","RSMP82",-9.14957,49.20835,2122.02770770974
"330","RSMP","RSMP187",-8.87916,49.20875,835.007618584838
"331","RSMP","RSMP134",-9.01289,49.2088,560.784602505872
"332","RSMP","RSMP219",-8.67934,49.20963,451.309910530638
"333","RSMP","RSMP153",-8.97719,49.21124,705.672275605748
"334","RSMP","RSMP198",-8.83496,49.2155,268.796080299337
"335","RSMP","RSMP1251",-5.36088,49.21859,2338.76340336958
"336","RSMP","RSMP99",-9.09761,49.21901,997.81083720339
"337","RSMP","RSMP159",-8.96162,49.22014,1412.79370689611
"338","RSMP","RSMP144",-8.99548,49.22131,232.173927967544
"339","RSMP","RSMP218",-8.71041,49.22312,1225.23081261089
"340","RSMP","RSMP178",-8.90971,49.22838,3303.87555163666
"341","RSMP","RSMP72",-9.18221,49.22926,3482.41959758245
"342","RSMP","RSMP118",-9.04632,49.22939,678.14429694721
"343","RSMP","RSMP1307",-5.28021,49.22987,110.403645235132
"344","RSMP","RSMP210",-8.77685,49.23019,542.655166939715
"345","RSMP","RSMP88",-9.13088,49.23947,1403.07128402243
"346","RSMP","RSMP1160",-5.48344,49.24034,1388.69772497073
"347","RSMP","RSMP191",-8.86038,49.2407,449.227975778126
"348","RSMP","RSMP145",-8.99537,49.24106,1107.39482216516
"349","RSMP","RSMP1237",-5.37811,49.24228,649.389229148147
"350","RSMP","RSMP215",-8.7438,49.24584,292.197919772438
"351","RSMP","RSMP166",-8.94628,49.25114,376.79115202372
"352","RSMP","RSMP110",-9.07975,49.25133,3907.52649175852
"353","RSMP","RSMP203",-8.8105,49.25218,1565.5089374329
"354","RSMP","RSMP1398",-5.2075,49.25288,393.024621727683
"355","RSMP","RSMP757",-6.23,49.253,3515.14465547711
"356","RSMP","RSMP758",-6.22897,49.2532,1752.5114960195
"357","RSMP","RSMP201",-8.82325,49.25633,1304.28166111405
"358","RSMP","RSMP1209",-5.41606,49.25861,1389.84889628595
"359","RSMP","RSMP1245",-5.36537,49.2598,1124.5154416929
"360","RSMP","RSMP1246",-5.365,49.26,1245.71772139581
"361","RSMP","RSMP77",-9.16131,49.26161,2827.20505853194
"362","RSMP","RSMP128",-9.02908,49.26203,305.518278154009
"363","RSMP","RSMP213",-8.75841,49.26253,512.965573308035
"364","RSMP","RSMP184",-8.89406,49.26258,721.12342624103
"365","RSMP","RSMP204",-8.81043,49.26563,1706.52507522544
"366","RSMP","RSMP163",-8.95245,49.26862,626.542644172453
"367","RSMP","RSMP1268",-5.33508,49.26998,194.05763588859
"368","REBENT","REBENT105",-0.23755,49.27086,115764.481583654
"369","RSMP","RSMP195",-8.8406,49.271,1325.24933427751
"370","REBENT","REBENT108",-0.22571,49.27102,74297.2241119701
"371","RSMP","RSMP119",-9.0455,49.27203,6370.42119099041
"372","RSMP","RSMP96",-9.11182,49.27222,2.97311025954044
"373","RSMP","RSMP152",-8.97794,49.27338,501.770214273289
"374","RSMP","RSMP1340",-5.2541,49.28138,4055.71812159104
"375","REBENT","REBENT107",-0.22998,49.2818,124065.557310007
"376","RSMP","RSMP114",-9.06141,49.28333,229.955103524922
"377","RSMP","RSMP207",-8.7916,49.28339,724.295752794015
"378","RSMP","RSMP194",-8.84302,49.28588,189.307764753697
"379","REBENT","REBENT104",-0.24301,49.28596,9647.2877522465
"380","REBENT","REBENT109",-0.20178,49.29007,5557.64726627155
"381","RSMP","RSMP176",-8.91786,49.29065,1503.724464928
"382","RSMP","RSMP1446",-5.17299,49.29218,170.472010268727
"383","RSMP","RSMP135",-9.01105,49.29465,74.416447779971
"384","RSMP","RSMP188",-8.87487,49.29491,192.435503668689
"385","RSMP","RSMP405",-7.093,49.295,525.927856742847
"386","RSMP","RSMP85",-9.14404,49.29508,2062.04672117841
"387","RSMP","RSMP404",-7.09336,49.29527,839.193363942796
"388","RSMP","RSMP183",-8.89768,49.29684,714.835925928536
"389","RSMP","RSMP1519",-5.13084,49.29936,2047.40642166804
"390","RSMP","RSMP1595",-5.09216,49.3031,74.217944393181
"391","RSMP","RSMP161",-8.95964,49.30481,338.236303780838
"392","RSMP","RSMP200",-8.82482,49.30535,471.396061578699
"393","RSMP","RSMP105",-9.09212,49.30552,595.119969763644
"394","RSMP","RSMP1223",-5.39024,49.30981,435.508595370112
"395","RSMP","RSMP1339",-5.25435,49.31353,473.472367104157
"396","RSMP","RSMP1823",-5.0111,49.31403,868.397072646768
"397","REBENT","REBENT106",-0.23569,49.31464,3215.02760758994
"398","RSMP","RSMP179",-8.90852,49.31614,196.139228319722
"399","RSMP","RSMP121",-9.04215,49.31619,40.6879108171957
"400","RSMP","RSMP1283",-5.30941,49.32091,1049.22462169859
"401","REBENT","REBENT111",-0.01532,49.3235,2463.06432422612
"402","RSMP","RSMP1936",-4.92994,49.32499,1243.52501893643
"403","RSMP","RSMP148",-8.99171,49.32706,24.460178669896
"404","RSMP","RSMP1373",-5.22815,49.33191,928.868338545457
"405","RSMP","RSMP193",-8.84933,49.33416,648.573116823283
"406","REBENT","REBENT110",-0.02261,49.33502,4979.88442369112
"407","RSMP","RSMP2015",-4.8488,49.336,730.859405101568
"408","RSMP","RSMP168",-8.94039,49.33705,708.614113836593
"409","REBENT","REBENT103",-0.44394,49.33947,5691.08700337789
"410","RSMP","RSMP1496",-5.14679,49.34339,227.480786847728
"411","RSMP","RSMP2069",-4.76778,49.34681,2668.59010055718
"412","RSMP","RSMP185",-8.88993,49.3484,267.174720046039
"413","RSMP","RSMP133",-9.01469,49.35384,101.706231766947
"414","RSMP","RSMP1643",-5.06622,49.35416,877.33952154671
"415","REBENT","REBENT96",-1.12695,49.3574,9835.23617779702
"416","RSMP","RSMP2196",-4.68581,49.35756,1970.61778266545
"417","RSMP","RSMP196",-8.84027,49.35803,343.349148488963
"418","RSMP","RSMP155",-8.97228,49.35976,342.260053777645
"419","REBENT","REBENT95",-1.12888,49.36104,17015.8030421496
"420","RSMP","RSMP1859",-4.98475,49.36521,243.954645197017
"421","REBENT","REBENT97",-1.12604,49.36752,9188.08586777782
"422","RSMP","RSMP174",-8.9245,49.36864,954.294809974375
"423","REBENT","REBENT93",-1.13501,49.3715,8950.83043173189
"424","REBENT","REBENT98",-1.12195,49.37189,18505.1688129521
"425","RSMP","RSMP189",-8.87076,49.38037,1103.30101811529
"426","RSMP","RSMP137",-9.00529,49.38049,254.098425580719
"427","RSMP","RSMP2191",-4.68989,49.38096,163.90434734258
"428","RSMP","RSMP2028",-4.82272,49.38663,192.836177844795
"429","RSMP","RSMP1895",-4.96046,49.38711,2465.75464309422
"430","RSMP","RSMP167",-8.94628,49.3975,520.287336079989
"431","RSMP","RSMP2095",-4.7402,49.3979,1077.37170396818
"432","RSMP","RSMP122",-9.04018,49.40154,219.586693092403
