"","data","sta","x","y","TotalDens"
"23054","ODAM","ODAM2638",11.6272,54.8694,60015
"23055","ODAM","ODAM2657",11.6413,54.8694,3982.5
"23056","ODAM","ODAM2760",11.7447,54.8694,7595
"23057","ODAM","ODAM2661",11.643,54.8702,12160
"23058","ODAM","ODAM3113",12.4572,54.8702,11026.6666666667
"23059","ODAM","ODAM475",9.5295,54.8708,1441.33333333333
"23060","RSMP","RSMP23845",2.01201,54.87085,1140
"23061","ODAM","ODAM3010",12.1455,54.871,5930
"23062","ODAM","ODAM1560",10.4748,54.872,20510
"23063","ODAM","ODAM2649",11.6372,54.8727,76795
"23064","RSMP","RSMP19093",1.36239,54.87347,17720
"23065","RSMP","RSMP18704",1.25957,54.87363,390
"23066","RSMP","RSMP18878",1.28897,54.87366,580
"23067","ODAM","ODAM2766",11.7498,54.8737,4795
"23068","ODAM","ODAM471",9.5276,54.874,2991.57894736842
"23069","ODAM","ODAM1923",10.7005,54.8745,350
"23070","PMP","PMP9",18.08333,54.875,6921.96153846154
"23071","RSMP","RSMP25476",2.24776,54.87601,2530
"23072","RSMP","RSMP10860",-0.03467,54.87633,1820
"23073","ODAM","ODAM2771",11.7508,54.8769,13795
"23074","ODAM","ODAM1919",10.6981,54.877,1000
"23075","ODAM","ODAM564",9.6517,54.8778,4220
"23076","ODAM","ODAM566",9.6545,54.8778,7825
"23077","ODAM","ODAM570",9.6562,54.878,14150
"23078","ODAM","ODAM558",9.6457,54.8782,6390
"23079","ODAM","ODAM2211",10.9421,54.8785,5210
"23080","ODAM","ODAM1946",10.7181,54.8787,1360
"23081","ODAM","ODAM2641",11.6305,54.8794,44250
"23082","ODAM","ODAM563",9.6513,54.8795,5880
"23083","ODAM","ODAM522",9.606,54.8797,3014
"23084","ODAM","ODAM1918",10.6975,54.8797,3250
"23085","MWTL","MWTL62",4.3,54.88,2657.41254514641
"23086","ODAM","ODAM567",9.6545,54.8802,12020
"23087","ODAM","ODAM1916",10.697,54.8806,13994
"23088","ODAM","ODAM2767",11.7503,54.8807,7730
"23089","ODAM","ODAM559",9.6483,54.8808,6970
"23090","ODAM","ODAM572",9.6568,54.881,9010
"23091","ODAM","ODAM2651",11.6388,54.881,14050
"23092","ODAM","ODAM573",9.6582,54.8815,1105
"23093","ODAM","ODAM1943",10.7155,54.8815,1380
"23094","ODAM","ODAM1770",10.6088,54.8817,8860
"23095","ODAM","ODAM561",9.6507,54.882,6750
"23096","ODAM","ODAM523",9.6081,54.8821,1526
"23097","ODAM","ODAM1802",10.6262,54.8821,9545
"23098","ODAM","ODAM571",9.6565,54.8822,9025
"23099","ODAM","ODAM1926",10.7011,54.8825,2320
"23100","RSMP","RSMP19554",1.49667,54.88254,1880
"23101","ODAM","ODAM2747",11.7388,54.8834,18600
"23102","ODAM","ODAM1575",10.4883,54.884,23410
"23103","ODAM","ODAM1944",10.7163,54.8842,21470
"23104","ODAM","ODAM2765",11.7477,54.8844,10670
"23105","RSMP","RSMP19075",1.3492,54.88512,420
"23106","ODAM","ODAM1233",10.2758,54.8853,710
"23107","ODAM","ODAM1930",10.7038,54.8857,370
"23108","ODAM","ODAM528",9.6113,54.886,1170
"23109","ODAM","ODAM2653",11.6405,54.886,9700
"23110","ODAM","ODAM1909",10.6926,54.8869,630
"23111","ODAM","ODAM1192",10.2563,54.887,1810
"23112","ODAM","ODAM2755",11.7422,54.8875,11130
"23113","ODAM","ODAM543",9.6302,54.8878,6025
"23114","ODAM","ODAM2646",11.6355,54.8885,26435
"23115","ODAM","ODAM530",9.6144,54.8886,2092.63157894737
"23116","ODAM","ODAM2733",11.7267,54.8887,26060
"23117","ODAM","ODAM3000",12.1116,54.8893,2420
"23118","ODAM","ODAM553",9.6383,54.8895,4365
"23119","ODAM","ODAM2998",12.1093,54.8899,5240
"23120","ODAM","ODAM556",9.6408,54.89,9100
"23121","ODAM","ODAM2997",12.109,54.8901,1360
"23122","ODAM","ODAM557",9.6418,54.8903,1480
"23123","ODAM","ODAM1937",10.7101,54.8904,5250
"23124","ODAM","ODAM2995",12.1075,54.8904,5940
"23125","ODAM","ODAM1888",10.6778,54.8905,120
"23126","RSMP","RSMP19054",1.34379,54.89089,1150
"23127","ODAM","ODAM1503",10.4469,54.8912,19850
"23128","ODAM","ODAM1939",10.7108,54.8912,7810
"23129","ODAM","ODAM2965",12.0461,54.8914,2880
"23130","ODAM","ODAM2968",12.053,54.8914,8770
"23131","RSMP","RSMP8099",-1.1099,54.8915,5010
"23132","ODAM","ODAM1925",10.7006,54.8918,5124.44444444444
"23133","ODAM","ODAM1468",10.4353,54.892,3780
"23134","RSMP","RSMP23516",1.98465,54.89212,410
"23135","RSMP","RSMP22590",1.89754,54.89215,4010
"23136","RSMP","RSMP19113",1.37327,54.89222,740
"23137","ODAM","ODAM534",9.6184,54.8923,1212.63157894737
"23138","RSMP","RSMP21830",1.80956,54.89231,1670
"23139","RSMP","RSMP24100",2.04258,54.89253,890
"23140","ODAM","ODAM2993",12.0961,54.8927,670
"23141","ODAM","ODAM536",9.6204,54.8934,3204.44444444444
"23142","RSMP","RSMP21439",1.75068,54.89347,1650
"23143","ODAM","ODAM2952",12.0347,54.894,10180
"23144","ODAM","ODAM1850",10.6568,54.8942,20390
"23145","ODAM","ODAM2990",12.0839,54.8944,2540
"23146","ODAM","ODAM1941",10.7116,54.8949,2270
"23147","ODAM","ODAM1686",10.5663,54.895,2470
"23148","ODAM","ODAM2986",12.073,54.8951,14260
"23149","RSMP","RSMP20140",1.56131,54.89583,750
"23150","ODAM","ODAM1469",10.4354,54.896,530
"23151","ODAM","ODAM2716",11.7088,54.896,28395
"23152","RSMP","RSMP22621",1.90063,54.89614,900
"23153","ODAM","ODAM1917",10.6973,54.8963,4660
"23154","ODAM","ODAM1927",10.7017,54.8971,11462
"23155","ODAM","ODAM1891",10.6798,54.8974,3440
"23156","RSMP","RSMP23599",1.99443,54.89754,210
"23157","RSMP","RSMP24942",2.11547,54.89849,360
"23158","ODAM","ODAM2945",12.0217,54.8986,1030
"23159","RSMP","RSMP25705",2.33408,54.8997,1940
"23160","RSMP","RSMP7975",-1.19,54.9,17250
"23161","RSMP","RSMP23273",1.95381,54.9016,2110
"23162","ODAM","ODAM2963",12.0434,54.9023,40
"23163","ODAM","ODAM1929",10.7036,54.9027,2410
"23164","RSMP","RSMP18703",1.25951,54.90274,920
"23165","RSMP","RSMP18567",1.23065,54.90282,850
"23166","ODAM","ODAM1591",10.5037,54.9033,17370
"23167","RSMP","RSMP7969",-1.19203,54.9048,1760
"23168","RSMP","RSMP7970",-1.19202,54.9049,3400
"23169","RSMP","RSMP7971",-1.19201,54.905,3260
"23170","RSMP","RSMP19146",1.38566,54.90618,2720
"23171","ODAM","ODAM1932",10.7048,54.9065,2160
"23172","ODAM","ODAM2960",12.041,54.9068,300
"23173","ODAM","ODAM2961",12.042,54.907,130
"23174","ODAM","ODAM2949",12.0307,54.9075,330
"23175","ODAM","ODAM2939",12.0003,54.9076,2740
"23176","ODAM","ODAM2727",11.7202,54.9077,11260
"23177","ODAM","ODAM3124",12.5613,54.9077,1911
"23178","ODAM","ODAM2959",12.0394,54.9079,560
"23179","RSMP","RSMP11038",0.05032,54.90819,2510
"23180","ODAM","ODAM972",10.0633,54.9083,1250
"23181","ODAM","ODAM982",10.07,54.9083,420
"23182","ODAM","ODAM990",10.075,54.9083,920
"23183","ODAM","ODAM994",10.08,54.9083,2440
"23184","ODAM","ODAM1001",10.0833,54.9083,930
"23185","ODAM","ODAM1011",10.0917,54.9083,680
"23186","ODAM","ODAM1021",10.1,54.9083,170
"23187","ODAM","ODAM1064",10.1483,54.9083,10
"23188","ODAM","ODAM2958",12.0381,54.9083,1110
"23189","ODAM","ODAM2962",12.0425,54.9083,6150
"23190","RSMP","RSMP7976",-1.19,54.91,15203.3333333333
"23191","MWTL","MWTL16",3.23,54.91,2593.88967554934
"23192","RSMP","RSMP25283",2.18042,54.91053,1650
"23193","ODAM","ODAM2938",11.9988,54.911,13710
"23194","RSMP","RSMP19609",1.50565,54.91178,1190
"23195","ODAM","ODAM1440",10.4103,54.9118,1925
"23196","ODAM","ODAM2748",11.7392,54.9119,21270
"23197","ODAM","ODAM2933",11.9925,54.9129,9690
"23198","ODAM","ODAM2935",11.9933,54.9132,2030
"23199","ODAM","ODAM532",9.6167,54.9133,9017
"23200","ODAM","ODAM2936",11.9948,54.9139,4910
"23201","RSMP","RSMP20771",1.67046,54.91398,770
"23202","RSMP","RSMP8778",-0.9794,54.91411,1550
"23203","ODAM","ODAM2931",11.9919,54.9146,2550
"23204","ODAM","ODAM2707",11.6947,54.9149,5390
"23205","ODAM","ODAM2934",11.9931,54.9151,8140
"23206","ODAM","ODAM2729",11.721,54.9154,31530
"23207","ODAM","ODAM2929",11.9903,54.9154,3010
"23208","ODAM","ODAM2930",11.9914,54.9156,1520
"23209","RSMP","RSMP25581",2.29515,54.91561,1060
"23210","ODAM","ODAM3099",12.3493,54.916,614.285714285714
"23211","ODAM","ODAM2932",11.9921,54.9161,2490
"23212","RSMP","RSMP23736",2.00542,54.91631,1280
"23213","ODAM","ODAM1552",10.4715,54.9166,4260
"23214","RSMP","RSMP21818",1.80595,54.91735,1790
"23215","ODAM","ODAM2708",11.6955,54.9202,10365
"23216","RSMP","RSMP23744",2.00617,54.92176,1380
"23217","ODAM","ODAM2928",11.987,54.9218,6050
"23218","ODAM","ODAM2724",11.7166,54.9229,15740
"23219","ODAM","ODAM1858",10.662,54.923,36910
"23220","ODAM","ODAM1608",10.5138,54.9239,21184.2857142857
"23221","ODAM","ODAM1644",10.5473,54.9247,25050
"23222","PMP","PMP6",16.45,54.925,21281
"23223","RSMP","RSMP11169",0.09902,54.92742,2430
"23224","ODAM","ODAM3114",12.4655,54.9277,5817.5
"23225","RSMP","RSMP25522",2.27128,54.92798,1120
"23226","ODAM","ODAM2994",12.1002,54.9285,24790
"23227","RSMP","RSMP20273",1.58812,54.92924,1130
"23228","ODAM","ODAM2556",11.4477,54.93,7100
"23229","RSMP","RSMP23139",1.93748,54.93095,1510
"23230","ODAM","ODAM959",10.0501,54.9313,44226.6666666667
"23231","ODAM","ODAM1538",10.4633,54.9313,82560
"23232","HELCOM","HELCOM54",10.46333333,54.93133333,627364.341085271
"23233","ODAM","ODAM1101",10.2043,54.9317,3000
"23234","ODAM","ODAM1109",10.2128,54.9318,4555
"23235","ODAM","ODAM1038",10.1226,54.9319,1200
"23236","ODAM","ODAM960",10.052,54.9327,35947.5
"23237","RSMP","RSMP7918",-1.23577,54.9336,1540
"23238","ODAM","ODAM963",10.0535,54.9337,39446.6666666666
"23239","RSMP","RSMP7915",-1.23601,54.9338,1320
"23240","RSMP","RSMP7916",-1.236,54.9338,1770
"23241","RSMP","RSMP7917",-1.23599,54.9338,1290
"23242","ODAM","ODAM965",10.0566,54.9341,12717.5
"23243","RSMP","RSMP7926",-1.23232,54.9342,1620
"23244","RSMP","RSMP7921",-1.2345,54.9343,1440
"23245","RSMP","RSMP7923",-1.23351,54.9343,1350
"23246","RSMP","RSMP7919",-1.23567,54.9344,1600
"23247","RSMP","RSMP7920",-1.23461,54.9348,1940
"23248","RSMP","RSMP7932",-1.23017,54.9348,2610
"23249","RSMP","RSMP7930",-1.23154,54.9349,4140
"23250","ODAM","ODAM967",10.0583,54.9358,5773.33333333333
"23251","ODAM","ODAM1776",10.6125,54.9366,12320
"23252","ODAM","ODAM1034",10.1165,54.9374,10
"23253","ODAM","ODAM1071",10.1589,54.9374,120
"23254","ODAM","ODAM1048",10.1304,54.9377,60
"23255","ODAM","ODAM1060",10.1456,54.9377,50
"23256","RSMP","RSMP26305",2.89486,54.9379,1200
"23257","ODAM","ODAM971",10.0628,54.9383,500.000000000001
"23258","ODAM","ODAM1076",10.1627,54.9384,20
"23259","ODAM","ODAM1077",10.1632,54.9389,40
"23260","ODAM","ODAM1035",10.1176,54.939,135
"23261","ODAM","ODAM1056",10.1395,54.9391,60
"23262","ODAM","ODAM1042",10.1269,54.9392,100
"23263","ODAM","ODAM1068",10.1525,54.9392,50
"23264","RSMP","RSMP7946",-1.22,54.94,10090
"23265","RSMP","RSMP24819",2.10072,54.94009,2750
"23266","ODAM","ODAM1050",10.1341,54.9406,30
"23267","ODAM","ODAM1041",10.1255,54.9407,330
"23268","ODAM","ODAM1036",10.1179,54.9409,190
"23269","ODAM","ODAM1737",10.5784,54.9411,34840
"23270","ODAM","ODAM2941",12.0188,54.9419,3830
"23271","ODAM","ODAM1062",10.1478,54.942,70
"23272","ODAM","ODAM1067",10.1506,54.942,120
"23273","ODAM","ODAM1055",10.1391,54.9424,35
"23274","ODAM","ODAM1057",10.14,54.9425,1380
"23275","ODAM","ODAM1059",10.1425,54.9425,35
"23276","ODAM","ODAM1061",10.1471,54.9427,90
"23277","ODAM","ODAM2736",11.7288,54.9427,39270
"23278","RSMP","RSMP19342",1.44649,54.94275,6960
"23279","RSMP","RSMP7944",-1.22092,54.943,2220
"23280","RSMP","RSMP7943",-1.22093,54.9431,2370
"23281","RSMP","RSMP26177",2.73793,54.94317,450
"23282","RSMP","RSMP7945",-1.22085,54.9432,1900
"23283","RSMP","RSMP19195",1.40248,54.94381,1140
"23284","ODAM","ODAM1852",10.6587,54.9444,16500
"23285","ODAM","ODAM2738",11.7297,54.9444,26107.5
"23286","ODAM","ODAM1534",10.4608,54.9448,5085
"23287","ODAM","ODAM2626",11.5972,54.9452,21770
"23288","RSMP","RSMP19519",1.48941,54.94532,3200
"23289","RSMP","RSMP24317",2.05413,54.9455,1510
"23290","RSMP","RSMP25207",2.16181,54.94582,980
"23291","ODAM","ODAM1384",10.3642,54.9472,3470
"23292","RSMP","RSMP21368",1.73758,54.94749,1890
"23293","RSMP","RSMP20123",1.55985,54.94752,630
"23294","RSMP","RSMP20623",1.64881,54.94758,4240
"23295","ODAM","ODAM1470",10.4357,54.9478,1860
"23296","ODAM","ODAM1496",10.4435,54.9479,150
"23297","ODAM","ODAM2908",11.893,54.949,9860
"23298","ODAM","ODAM741",9.8249,54.9491,672.222222222222
"23299","ODAM","ODAM2631",11.6022,54.9494,480
"23300","ODAM","ODAM2942",12.0188,54.9494,170
"23301","ODAM","ODAM1069",10.153,54.9498,10
"23302","RSMP","RSMP11386",0.15624,54.94987,5260
"23303","MWTL","MWTL9",3.08,54.95,2295.23616822338
"23304","RSMP","RSMP19087",1.35794,54.95055,2500
"23305","ODAM","ODAM1058",10.1407,54.9507,60
"23306","ODAM","ODAM1045",10.1282,54.9513,35
"23307","ODAM","ODAM2920",11.9338,54.9514,16220
"23308","ODAM","ODAM1044",10.1281,54.9515,30
"23309","ODAM","ODAM1047",10.1293,54.9515,60
"23310","RSMP","RSMP17635",1.02415,54.95179,190
"23311","ODAM","ODAM1049",10.1319,54.9521,20
"23312","RSMP","RSMP22246",1.86423,54.95265,1670
"23313","ODAM","ODAM1063",10.1482,54.9534,20
"23314","ODAM","ODAM1009",10.0898,54.954,240
"23315","ODAM","ODAM2869",11.8605,54.9569,4550
"23316","RSMP","RSMP7888",-1.24831,54.9571,7460
"23317","RSMP","RSMP25259",2.17635,54.95711,1380
"23318","RSMP","RSMP7895",-1.24731,54.9576,2260
"23319","RSMP","RSMP7900",-1.24643,54.9579,3580
"23320","ODAM","ODAM2996",12.108,54.958,1880
"23321","RSMP","RSMP7899",-1.24687,54.9582,1620
"23322","RSMP","RSMP7892",-1.24738,54.9584,1830
"23323","RSMP","RSMP7891",-1.24743,54.9586,1250
"23324","RSMP","RSMP7894",-1.24732,54.9586,1970
"23325","RSMP","RSMP7897",-1.24725,54.9586,1200
"23326","RSMP","RSMP7889",-1.24812,54.9587,2700
"23327","ODAM","ODAM2833",11.8122,54.9594,2730
"23328","ODAM","ODAM2516",11.3349,54.9595,3020
"23329","RSMP","RSMP19414",1.46679,54.95992,1560
"23330","ODAM","ODAM2999",12.1102,54.9602,790
"23331","ODAM","ODAM1283",10.2916,54.9604,20
"23332","ODAM","ODAM3073",12.2732,54.962,970
"23333","ODAM","ODAM2940",12.0107,54.9622,12455
"23334","ODAM","ODAM3001",12.1122,54.9625,2530
"23335","RSMP","RSMP12100",0.26192,54.9632,3300
"23336","RSMP","RSMP21540",1.76565,54.96345,1340
"23337","ODAM","ODAM2918",11.9275,54.9644,9040
"23338","ODAM","ODAM2514",11.3301,54.9646,6010
"23339","ODAM","ODAM3003",12.1157,54.965,3180
"23340","ODAM","ODAM3081",12.2913,54.966,2390
"23341","ODAM","ODAM3077",12.2822,54.9662,1920
"23342","ODAM","ODAM3074",12.2775,54.9665,2680
"23343","RSMP","RSMP21674",1.78573,54.96675,640
"23344","ODAM","ODAM2988",12.0758,54.9669,10430
"23345","ODAM","ODAM1879",10.6742,54.9686,49050
"23346","RSMP","RSMP19124",1.37685,54.9687,420
"23347","ODAM","ODAM1953",10.7313,54.9687,8730
"23348","ODAM","ODAM3004",12.1214,54.9687,3690
"23349","RSMP","RSMP7905",-1.23965,54.969,2040
"23350","RSMP","RSMP7906",-1.23959,54.9691,1820
"23351","RSMP","RSMP7907",-1.2395,54.9692,3590
"23352","RSMP","RSMP917",-5.9217,54.96958,3270
"23353","ODAM","ODAM3006",12.1287,54.9697,2580
"23354","RSMP","RSMP7838",-1.27,54.97,19450
"23355","RSMP","RSMP7903",-1.24,54.97,15392.5
"23356","ODAM","ODAM1352",10.3168,54.9709,20
"23357","HELCOM","HELCOM44",10.31683333,54.9709,155.038759689922
"23358","ODAM","ODAM1349",10.3147,54.971,10
"23359","HELCOM","HELCOM43",10.31471667,54.97101667,77.5193798449612
"23360","HELCOM","HELCOM48",10.32676667,54.97106667,465.116279069768
"23361","HELCOM","HELCOM47",10.32465,54.97108333,775.193798449613
"23362","ODAM","ODAM1359",10.3247,54.9711,100
"23363","ODAM","ODAM1361",10.3268,54.9711,60
"23364","HELCOM","HELCOM45",10.32066667,54.97125,3333.33333333333
"23365","RSMP","RSMP23113",1.93497,54.97128,1110
"23366","ODAM","ODAM1357",10.3207,54.9713,430
"23367","ODAM","ODAM1593",10.5044,54.9713,25110
"23368","RSMP","RSMP911",-5.92953,54.97165,3850
"23369","RSMP","RSMP912",-5.92873,54.97257,11890
"23370","RSMP","RSMP7835",-1.27267,54.9733,2110
"23371","RSMP","RSMP7836",-1.2726,54.9734,4060
"23372","RSMP","RSMP7837",-1.27251,54.9734,4950
"23373","RSMP","RSMP905",-5.93763,54.9737,7430
"23374","ODAM","ODAM2898",11.8788,54.9744,180
"23375","ODAM","ODAM3084",12.2983,54.9745,530
"23376","ODAM","ODAM2925",11.9537,54.9753,6370
"23377","RSMP","RSMP19313",1.43888,54.97567,1420
"23378","RSMP","RSMP13232",0.41814,54.97599,2740
"23379","ODAM","ODAM3082",12.2955,54.976,660
"23380","ODAM","ODAM2878",11.8672,54.9769,11550
"23381","HELCOM","HELCOM133",12.29715,54.97716667,64405.5944055944
"23382","ODAM","ODAM3083",12.2972,54.9772,5490
"23383","RSMP","RSMP26146",2.69214,54.97774,3990
"23384","ODAM","ODAM2924",11.9513,54.978,67770
"23385","ODAM","ODAM3079",12.2855,54.9785,1060
"23386","RSMP","RSMP13373",0.43561,54.9786,3030
"23387","ODAM","ODAM671",9.7821,54.9787,1364.16666666667
"23388","HELCOM","HELCOM18",9.78211667,54.97871667,5964.39106365369
"23389","ODAM","ODAM1054",10.1383,54.9788,830
"23390","RSMP","RSMP7893",-1.24737,54.9791,1350
"23391","RSMP","RSMP7896",-1.24726,54.9792,1540
"23392","RSMP","RSMP7898",-1.24712,54.9792,1970
"23393","RSMP","RSMP26326",2.95558,54.97935,1600
"23394","RSMP","RSMP22592",1.8977,54.97945,3600
"23395","RSMP","RSMP21834",1.81025,54.97953,2780
"23396","RSMP","RSMP23520",1.98481,54.97954,6660
"23397","RSMP","RSMP19114",1.37332,54.97982,140
"23398","RSMP","RSMP7884",-1.25,54.98,20625
"23399","RSMP","RSMP7904",-1.24,54.98,13160
"23400","ODAM","ODAM3088",12.3138,54.9804,2030
"23401","RSMP","RSMP19723",1.52327,54.98048,2770
"23402","ODAM","ODAM3080",12.2902,54.9807,1750
"23403","RSMP","RSMP7854",-1.26614,54.9809,5690
"23404","RSMP","RSMP7858",-1.26516,54.981,840
"23405","ODAM","ODAM2762",11.7455,54.981,200
"23406","RSMP","RSMP7857",-1.26545,54.9811,3090
"23407","RSMP","RSMP7855",-1.26595,54.9812,7860
"23408","RSMP","RSMP7856",-1.26547,54.9815,5000
"23409","RSMP","RSMP7843",-1.26731,54.9817,2260
"23410","RSMP","RSMP7844",-1.26723,54.9817,3290
"23411","RSMP","RSMP7845",-1.26721,54.9817,1930
"23412","RSMP","RSMP7842",-1.26737,54.9818,1880
"23413","RSMP","RSMP7859",-1.26493,54.982,5010
"23414","ODAM","ODAM1151",10.2394,54.9821,10
"23415","RSMP","RSMP7885",-1.24942,54.9823,330
"23416","RSMP","RSMP7886",-1.24937,54.9824,140
"23417","RSMP","RSMP7887",-1.24936,54.9825,370
"23418","ODAM","ODAM2868",11.8603,54.9825,8420
"23419","ODAM","ODAM1836",10.6512,54.9827,10520
"23420","ODAM","ODAM3093",12.3305,54.9835,540
"23421","RSMP","RSMP24500",2.0653,54.9839,650
"23422","RSMP","RSMP7877",-1.25283,54.984,1290
"23423","RSMP","RSMP7878",-1.25282,54.9841,2510
"23424","RSMP","RSMP7879",-1.25281,54.9842,740
"23425","ODAM","ODAM1822",10.64,54.9842,8910
"23426","ODAM","ODAM1933",10.7055,54.9844,40
"23427","ODAM","ODAM2894",11.8755,54.9844,12310
"23428","ODAM","ODAM3062",12.2263,54.9844,20055
"23429","RSMP","RSMP25613",2.30541,54.9849,6300
"23430","RSMP","RSMP25525",2.27249,54.98494,8750
"23431","ODAM","ODAM3075",12.2775,54.9852,59420
"23432","RSMP","RSMP26266",2.84004,54.98578,1880
"23433","ODAM","ODAM2896",11.8772,54.986,48070
"23434","RSMP","RSMP7848",-1.26668,54.9861,1290
"23435","ODAM","ODAM1928",10.7019,54.9861,1470
"23436","ODAM","ODAM1960",10.7423,54.9861,5550
"23437","ODAM","ODAM1964",10.744,54.9862,9910
"23438","ODAM","ODAM2557",11.453,54.9862,1120
"23439","ODAM","ODAM1096",10.1914,54.9865,130
"23440","RSMP","RSMP7861",-1.26451,54.9866,6550
"23441","RSMP","RSMP7850",-1.26648,54.9867,280
"23442","ODAM","ODAM1097",10.1948,54.9869,350
"23443","ODAM","ODAM2911",11.901,54.9869,8050
"23444","RSMP","RSMP7852",-1.26628,54.9872,920
"23445","ODAM","ODAM1065",10.1497,54.9872,750
"23446","ODAM","ODAM1110",10.2165,54.9872,410
"23447","RSMP","RSMP7849",-1.26655,54.9873,3600
"23448","RSMP","RSMP7860",-1.26466,54.9874,4950
"23449","ODAM","ODAM1116",10.2201,54.9874,470
"23450","RSMP","RSMP7847",-1.26703,54.9875,1190
"23451","RSMP","RSMP7841",-1.26758,54.9876,840
"23452","RSMP","RSMP7853",-1.26627,54.9876,2730
"23453","ODAM","ODAM1099",10.1994,54.9876,1220
"23454","ODAM","ODAM2882",11.8688,54.9877,2910
"23455","RSMP","RSMP7851",-1.26641,54.9881,920
"23456","ODAM","ODAM1082",10.1663,54.9881,470
"23457","ODAM","ODAM3021",12.1565,54.9883,1940
"23458","ODAM","ODAM1119",10.2238,54.9884,20
"23459","ODAM","ODAM1934",10.7055,54.9884,80
"23460","RSMP","RSMP26008",2.52106,54.98869,1640
"23461","RSMP","RSMP25542",2.28134,54.9887,1550
"23462","RSMP","RSMP25737",2.34136,54.9887,2180
"23463","RSMP","RSMP25861",2.40115,54.98878,1550
"23464","RSMP","RSMP25936",2.46119,54.98878,1060
"23465","RSMP","RSMP7846",-1.26707,54.9888,1630
"23466","ODAM","ODAM1117",10.2203,54.989,650
"23467","RSMP","RSMP21962",1.83347,54.98908,1510
"23468","ODAM","ODAM3029",12.1584,54.9892,5610
"23469","ODAM","ODAM2551",11.4446,54.9893,930
"23470","ODAM","ODAM2507",11.3096,54.9894,6995
"23471","ODAM","ODAM2750",11.7405,54.9894,9190
"23472","ODAM","ODAM3015",12.1547,54.9894,2890
"23473","ODAM","ODAM3127",12.6072,54.9894,5940
"23474","ODAM","ODAM3072",12.2697,54.9897,10590
"23475","RSMP","RSMP7933",-1.23,54.99,8350
"23476","ODAM","ODAM3064",12.2312,54.99,2250
"23477","ODAM","ODAM2890",11.8722,54.9902,3880
"23478","ODAM","ODAM2923",11.9488,54.9902,7860
"23479","ODAM","ODAM1066",10.1499,54.9903,7646.66666666666
"23480","RSMP","RSMP8106",-1.10408,54.99096,2820
"23481","ODAM","ODAM3054",12.2013,54.991,230
"23482","ODAM","ODAM2547",11.4424,54.9911,850
"23483","ODAM","ODAM1139",10.235,54.9917,2355
"23484","ODAM","ODAM2550",11.4436,54.9929,1150
"23485","ODAM","ODAM2545",11.4405,54.9931,890
"23486","ODAM","ODAM2555",11.4467,54.9941,220
"23487","ODAM","ODAM1636",10.5415,54.9943,2100
"23488","ODAM","ODAM1855",10.6588,54.9944,1846.66666666667
"23489","ODAM","ODAM2482",11.2907,54.9944,4870
"23490","ODAM","ODAM2489",11.294,54.9946,2190
"23491","ODAM","ODAM2481",11.2906,54.9947,5690
"23492","ODAM","ODAM2490",11.294,54.9947,1630
"23493","ODAM","ODAM2485",11.2911,54.9948,5960
"23494","ODAM","ODAM2488",11.2931,54.9948,660
"23495","ODAM","ODAM2486",11.2911,54.9949,17510
"23496","ODAM","ODAM2505",11.3091,54.995,1896.66666666666
"23497","RSMP","RSMP7925",-1.23299,54.9952,60
"23498","ODAM","ODAM2537",11.4364,54.9952,920
"23499","ODAM","ODAM2546",11.4412,54.9952,290
"23500","ODAM","ODAM2921",11.9338,54.9952,20060
"23501","RSMP","RSMP26219",2.79307,54.99531,2890
"23502","ODAM","ODAM1851",10.657,54.9954,1530
"23503","ODAM","ODAM1625",10.531,54.9958,1410
"23504","ODAM","ODAM1638",10.5448,54.9958,1950
"23505","ODAM","ODAM2476",11.288,54.9958,10410
"23506","ODAM","ODAM2541",11.4392,54.996,1110
"23507","ODAM","ODAM2539",11.4379,54.9961,910
"23508","ODAM","ODAM2483",11.2909,54.9963,3830
"23509","ODAM","ODAM2484",11.2909,54.9964,5570
"23510","ODAM","ODAM2540",11.4385,54.9965,1290
"23511","RSMP","RSMP20355",1.60449,54.99657,1620
"23512","ODAM","ODAM1563",10.4767,54.9966,12960
"23513","ODAM","ODAM2480",11.2905,54.9966,1110
"23514","ODAM","ODAM3047",12.1793,54.9966,4288
"23515","ODAM","ODAM3050",12.1818,54.9974,3360
"23516","ODAM","ODAM2548",11.4429,54.9976,2110
"23517","ODAM","ODAM2544",11.4404,54.9978,840
"23518","RSMP","RSMP7863",-1.26356,54.9979,2350
"23519","RSMP","RSMP7865",-1.26351,54.9979,1820
"23520","RSMP","RSMP7866",-1.26346,54.9979,2510
"23521","ODAM","ODAM2535",11.4349,54.998,1450
"23522","ODAM","ODAM3069",12.2588,54.998,39790
"23523","ODAM","ODAM2542",11.4396,54.9982,930
"23524","ODAM","ODAM2917",11.9272,54.9982,16840
"23525","ODAM","ODAM1102",10.2045,54.9987,23380
"23526","RSMP","RSMP8044",-1.1356,54.99885,1430
"23527","RSMP","RSMP19445",1.47174,54.99889,9120
"23528","RSMP","RSMP8085",-1.13205,54.99901,1270
"23529","ODAM","ODAM2534",11.4335,54.9991,2300
"23530","ODAM","ODAM2538",11.4365,54.9993,590
"23531","ODAM","ODAM2536",11.4357,54.9994,1390
"23532","ODAM","ODAM2554",11.4463,54.9994,7970
"23533","ODAM","ODAM2628",11.6005,54.9994,2421.66666666667
"23534","ODAM","ODAM2893",11.8738,54.9994,18980
"23535","RSMP","RSMP8053",-1.13424,54.99946,1560
