"","data","sta","x","y","TotalDens"
"1","REBENT","REBENT203",9.1537,41.3894,26230
"2","REBENT","REBENT204",9.2436,41.4253,11540
"3","REBENT","REBENT201",9.008,41.4638,6460
"4","REBENT","REBENT202",9.009,41.4639,4450
"5","REBENT","REBENT207",9.2856,41.4677,7485
"6","REBENT","REBENT206",9.2854,41.468,3100
"7","REBENT","REBENT208",9.3146,41.6086,6140
"8","REBENT","REBENT200",8.7964,41.8903,9520
"9","REBENT","REBENT196",8.69533,41.90267,3330
"10","REBENT","REBENT195",8.6086,42.1217,3160
"11","REBENT","REBENT215",9.5806,42.1322,6490
"12","REBENT","REBENT216",9.5834,42.1327,4895
"13","REBENT","REBENT194",8.5769,42.1425,1830
"14","REBENT","REBENT134",3.1725,42.4453,9340
"15","REBENT","REBENT133",3.1724,42.4454,3280
"16","REBENT","REBENT132",3.14895,42.47861,6960
"17","REBENT","REBENT131",3.142,42.48817,237876.666666667
"18","REBENT","REBENT129",3.0893,42.5317,3670
"19","REBENT","REBENT130",3.0894,42.5317,8545
"20","REBENT","REBENT214",9.5554,42.5427,4450
"21","REBENT","REBENT199",8.75763,42.57678,7450
"22","REBENT","REBENT197",8.7292,42.5799,6860
"23","REBENT","REBENT198",8.7305,42.5799,6340
"24","REBENT","REBENT213",9.49948,42.61848,3280
"25","REBENT","REBENT205",9.285,42.6898,9250
"26","REBENT","REBENT210",9.46,42.70592,5420
"27","REBENT","REBENT209",9.3339,42.8014,10340
"28","REBENT","REBENT127",3.0661,42.8518,2940
"29","REBENT","REBENT128",3.0661,42.8521,1095
"30","REBENT","REBENT211",9.4871,42.9645,4520
"31","REBENT","REBENT212",9.4974,42.9833,6350
"32","REBENT","REBENT176",6.4412,43.0031,717600
"33","REBENT","REBENT175",6.4333,43.0036,5505
"34","REBENT","REBENT174",6.4279,43.007,1810
"35","REBENT","REBENT171",6.2743,43.019,6480
"36","REBENT","REBENT170",6.2199,43.0411,5310
"37","REBENT","REBENT167",5.84888,43.04919,2790
"38","REBENT","REBENT172",6.3419,43.0749,3680
"39","REBENT","REBENT169",5.965,43.0926,6630
"40","REBENT","REBENT168",5.9472,43.0965,3220
"41","REBENT","REBENT166",5.7798,43.1021,2890
"42","REBENT","REBENT173",6.3868,43.1023,7855
"43","REBENT","REBENT165",5.75075,43.11131,6740
"44","REBENT","REBENT135",3.2044,43.1532,2190
"45","REBENT","REBENT136",3.2045,43.1533,1930
"46","REBENT","REBENT164",5.6195,43.1683,452000
"47","REBENT","REBENT177",6.5604,43.17773,3150
"48","REBENT","REBENT160",5.38624,43.18948,6080
"49","REBENT","REBENT159",5.3799,43.1959,6910
"50","REBENT","REBENT162",5.5229,43.203,3750
"51","REBENT","REBENT157",5.3473,43.2043,10820
"52","REBENT","REBENT163",5.5372,43.2047,580
"53","REBENT","REBENT158",5.3483,43.2082,3440
"54","REBENT","REBENT161",5.40357,43.21282,6280
"55","REBENT","REBENT179",6.6955,43.229,8490
"56","REBENT","REBENT137",3.4711,43.2391,1570
"57","REBENT","REBENT156",5.3448,43.2562,2060
"58","REBENT","REBENT138",3.4781,43.2608,264400
"59","REBENT","REBENT154",5.323,43.2658,8565
"60","REBENT","REBENT139",3.5398,43.2715,1145
"61","REBENT","REBENT178",6.6442,43.27535,11060
"62","REBENT","REBENT152",5.1605,43.311,434840
"63","REBENT","REBENT153",5.1782,43.3214,3820
"64","REBENT","REBENT147",4.72022,43.33335,1883.33333333333
"65","REBENT","REBENT155",5.3269,43.3371,5790
"66","REBENT","REBENT151",4.9293,43.3606,2375
"67","REBENT","REBENT150",4.9291,43.3607,1040
"68","REBENT","REBENT141",3.78056,43.37162,3530
"69","REBENT","REBENT140",3.7113,43.3772,1170
"70","REBENT","REBENT148",4.895,43.3855,6280
"71","REBENT","REBENT149",4.8955,43.3855,7835
"72","REBENT","REBENT180",6.74731,43.3988,4000
"73","REBENT","REBENT181",6.75852,43.41131,3510
"74","REBENT","REBENT146",4.50217,43.41333,5176.66666666667
"75","REBENT","REBENT183",6.8685,43.4223,776247.5
"76","REBENT","REBENT182",6.8667,43.4235,2360
"77","REBENT","REBENT142",3.96538,43.43398,8550
"78","REBENT","REBENT145",4.20583,43.43517,2740
"79","REBENT","REBENT68",-1.59293,43.465,4640
"80","REBENT","REBENT144",4.09904,43.51781,3580
"81","REBENT","REBENT143",4.0533,43.526,6730
"82","REBENT","REBENT184",6.96356,43.53138,3380
"83","REBENT","REBENT188",7.1433,43.5591,271047.5
"84","REBENT","REBENT187",7.1397,43.5595,2250
"85","REBENT","REBENT186",7.1353,43.5941,8560
"86","REBENT","REBENT185",7.1351,43.6131,2140
"87","REBENT","REBENT189",7.21944,43.64751,2480
"88","REBENT","REBENT78",-1.42712,43.67324,75862.5
"89","REBENT","REBENT77",-1.42987,43.67839,196936.994949495
"90","REBENT","REBENT76",-1.43143,43.68061,26475
"91","REBENT","REBENT190",7.2367,43.6808,1280
"92","REBENT","REBENT191",7.311,43.693,7255
"93","REBENT","REBENT192",7.42983,43.7285,1540
"94","REBENT","REBENT193",7.4948,43.7558,3440
"95","REBENT","REBENT85",-1.25885,44.43158,1712.62626262626
"96","REBENT","REBENT86",-1.23566,44.64,2445
"97","REBENT","REBENT100",-1.10333,44.6775,11077.7777777778
"98","REBENT","REBENT91",-1.19519,44.68576,91630
"99","REBENT","REBENT99",-1.10428,44.70982,39435
"100","REBENT","REBENT90",-1.19812,45.90127,29272.5
"101","REBENT","REBENT88",-1.21439,45.94146,27053.3333333333
"102","REBENT","REBENT101",-1.08099,45.95315,14095
"103","REBENT","REBENT102",-1.0798,45.95391,557.5
"104","REBENT","REBENT87",-1.2146,45.96088,7431.25
"105","REBENT","REBENT84",-1.25992,46.00816,19275
"106","REBENT","REBENT79",-1.42383,46.20753,78670
"107","REBENT","REBENT82",-1.30432,46.21231,12746
"108","REBENT","REBENT83",-1.28351,46.2687,814
"109","REBENT","REBENT53",-1.95633,46.60266,50405
"110","REBENT","REBENT54",-1.92154,46.66936,18230.0884955752
"111","REBENT","REBENT46",-2.22009,46.68324,25772.5
"112","REBENT","REBENT51",-2.0181,46.74567,37625.3687315635
"113","REBENT","REBENT48",-2.17105,46.95994,701932.153392331
"114","REBENT","REBENT49",-2.15118,47.03203,15798.5714285714
"115","REBENT","REBENT52",-2.00903,47.05622,110589.970501475
"116","REBENT","REBENT44",-2.45294,47.13689,7490
"117","REBENT","REBENT28",-3.13254,47.33133,29724.4444444444
"118","REBENT","REBENT41",-2.60486,47.36795,3776.66666666667
"119","REBENT","REBENT37",-2.84348,47.40835,5235
"120","REBENT","REBENT43",-2.55249,47.47282,7695
"121","REBENT","REBENT30",-3.05637,47.48157,12405
"122","REBENT","REBENT38",-2.83527,47.49262,2600
"123","REBENT","REBENT42",-2.58246,47.51677,16800
"124","REBENT","REBENT32",-2.93448,47.5258,54887.5
"125","REBENT","REBENT33",-2.89819,47.526,19452
"126","REBENT","REBENT36",-2.87,47.53059,23084.6153846154
"127","REBENT","REBENT29",-3.12018,47.55918,24814.2857142857
"128","REBENT","REBENT34",-2.88336,47.56044,61528.5714285714
"129","REBENT","REBENT27",-3.2818,47.64677,11162.5
"130","REBENT","REBENT26",-3.32214,47.69302,31992.8571428572
"131","REBENT","REBENT25",-3.32953,47.70151,121200
"132","REBENT","REBENT17",-4.00031,47.73497,26782
"133","REBENT","REBENT21",-3.88412,47.79177,55622.2222222222
"134","REBENT","REBENT18",-3.95782,47.82383,16505
"135","REBENT","REBENT16",-4.01099,47.85064,54700
"136","REBENT","REBENT10",-4.3952,47.8639,2792.5
"137","REBENT","REBENT13",-4.36423,47.88017,10957.1428571429
"138","REBENT","REBENT14",-4.32587,48.13465,5016.66666666667
"139","REBENT","REBENT7",-4.49109,48.21255,5988.75
"140","REBENT","REBENT9",-4.44568,48.23238,16135.7142857143
"141","REBENT","REBENT1",-4.89377,48.25852,3156.66666666667
"142","REBENT","REBENT5",-4.58078,48.29685,6400
"143","REBENT","REBENT11",-4.37115,48.32195,35197.7777777778
"144","REBENT","REBENT12",-4.37039,48.33104,20857.1428571429
"145","REBENT","REBENT8",-4.45419,48.33332,12833.75
"146","REBENT","REBENT3",-4.76471,48.3733,12157.1428571429
"147","REBENT","REBENT2",-4.85428,48.3868,37476.6666666667
"148","REBENT","REBENT39",-2.68655,48.5514,17271.4285714286
"149","REBENT","REBENT40",-2.66785,48.5672,5595
"150","REBENT","REBENT6",-4.56659,48.59894,36614.2857142857
"151","REBENT","REBENT4",-4.61237,48.60568,59628.5714285714
"152","REBENT","REBENT47",-2.18506,48.60865,3350
"153","REBENT","REBENT58",-1.83801,48.626,5785.71428571428
"154","REBENT","REBENT45",-2.25006,48.6306,10971.4285714286
"155","REBENT","REBENT50",-2.13538,48.63685,2588.88888888889
"156","REBENT","REBENT62",-1.65689,48.64193,14000
"157","REBENT","REBENT81",-1.39648,48.64827,38120
"158","REBENT","REBENT72",-1.51331,48.64888,8960
"159","REBENT","REBENT74",-1.50485,48.6518,6640
"160","REBENT","REBENT80",-1.41412,48.65356,139120
"161","REBENT","REBENT75",-1.45178,48.6554,41760
"162","REBENT","REBENT15",-4.27853,48.65701,39085.7142857143
"163","REBENT","REBENT20",-3.91736,48.67812,56992.8571428571
"164","REBENT","REBENT24",-3.59488,48.67828,22371.4285714286
"165","REBENT","REBENT23",-3.6066,48.70828,2488.57142857143
"166","REBENT","REBENT22",-3.86618,48.70833,17877.7777777778
"167","REBENT","REBENT19",-3.93372,48.71222,20407.7777777778
"168","REBENT","REBENT71",-1.55219,48.71246,4048
"169","RSMP","RSMP310",-7.92251,48.75353,1890
"170","REBENT","REBENT69",-1.57739,48.76832,4961.85185185185
"171","REBENT","REBENT64",-1.6189,48.77494,31380
"172","REBENT","REBENT35",-2.87381,48.78728,4913.33333333333
"173","RSMP","RSMP240",-8.245,48.799,2350
"174","RSMP","RSMP241",-8.24478,48.79962,2080
"175","RSMP","RSMP319",-7.858,48.822,2370
"176","RSMP","RSMP320",-7.85742,48.82256,2170
"177","REBENT","REBENT31",-3.01935,48.82359,73321.4285714286
"178","RSMP","RSMP52",-9.25689,48.83809,880
"179","RSMP","RSMP20",-9.38303,48.8511,100
"180","RSMP","RSMP37",-9.34752,48.85259,290
"181","RSMP","RSMP44",-9.29589,48.86342,820
"182","RSMP","RSMP34",-9.35255,48.87001,520
"183","RSMP","RSMP56",-9.24315,48.87259,890
"184","REBENT","REBENT70",-1.577,48.87484,3233.33333333333
"185","REBENT","REBENT65",-1.61066,48.87538,6240
"186","REBENT","REBENT57",-1.83884,48.87603,28740.7407407407
"187","RSMP","RSMP27",-9.36843,48.88058,700
"188","REBENT","REBENT59",-1.82816,48.8812,47455
"189","RSMP","RSMP67",-9.18955,48.88274,1370
"190","RSMP","RSMP40",-9.33066,48.88432,270
"191","RSMP","RSMP76",-9.1627,48.88765,640
"192","RSMP","RSMP17",-9.38555,48.89123,510
"193","RSMP","RSMP47",-9.28067,48.89502,1430
"194","RSMP","RSMP79",-9.15588,48.90449,1250
"195","RSMP","RSMP89",-9.12884,48.90927,500
"196","REBENT","REBENT61",-1.77972,48.9095,23350
"197","RSMP","RSMP33",-9.35262,48.91226,250
"198","RSMP","RSMP19",-9.3842,48.91251,1750
"199","RSMP","RSMP71",-9.18316,48.91277,810
"200","RSMP","RSMP62",-9.21817,48.91346,2460
"201","RSMP","RSMP43",-9.31289,48.91662,1030
"202","RSMP","RSMP83",-9.14866,48.92222,970
"203","RSMP","RSMP50",-9.26492,48.92604,430
"204","RSMP","RSMP93",-9.12228,48.92663,90
"205","REBENT","REBENT60",-1.80484,48.92667,10145
"206","RSMP","RSMP104",-9.09519,48.9311,360
"207","RSMP","RSMP35",-9.3501,48.93448,270
"208","RSMP","RSMP41",-9.31757,48.93464,970
"209","RSMP","RSMP55",-9.24912,48.93509,500
"210","RSMP","RSMP15",-9.38832,48.93564,480
"211","RSMP","RSMP70",-9.18426,48.9359,360
"212","RSMP","RSMP63",-9.21504,48.93599,950
"213","RSMP","RSMP86",-9.14135,48.93928,960
"214","RSMP","RSMP95",-9.11472,48.94383,5400
"215","RSMP","RSMP18",-9.3848,48.94445,460
"216","RSMP","RSMP25",-9.37127,48.94693,810
"217","RSMP","RSMP107",-9.08821,48.9486,3790
"218","RSMP","RSMP11",-9.39424,48.95067,750
"219","RSMP","RSMP78",-9.15979,48.95069,660
"220","RSMP","RSMP28",-9.36738,48.95572,270
"221","RSMP","RSMP54",-9.24999,48.95627,700
"222","RSMP","RSMP42",-9.31529,48.95633,1470
"223","RSMP","RSMP45",-9.28405,48.95648,280
"224","RSMP","RSMP13",-9.39043,48.95936,1880
"225","RSMP","RSMP97",-9.10777,48.96087,340
"226","RSMP","RSMP22",-9.37785,48.9619,2590
"227","RSMP","RSMP30",-9.36418,48.96429,330
"228","RSMP","RSMP109",-9.08111,48.96606,3030
"229","RSMP","RSMP16",-9.38703,48.96807,990
"230","RSMP","RSMP116",-9.05444,48.96959,280
"231","RSMP","RSMP24",-9.37406,48.97058,1210
"232","RSMP","RSMP66",-9.193,48.97134,360
"233","RSMP","RSMP31",-9.36013,48.97299,590
"234","RSMP","RSMP10",-9.39666,48.97426,1520
"235","RSMP","RSMP46",-9.28211,48.97848,770
"236","RSMP","RSMP26",-9.37023,48.97921,460
"237","RSMP","RSMP84",-9.14551,48.98142,1140
"238","RSMP","RSMP12",-9.39328,48.98302,410
"239","RSMP","RSMP38",-9.34333,48.98406,450
"240","RSMP","RSMP21",-9.38009,48.98561,1310
"241","RSMP","RSMP29",-9.36652,48.98814,730
"242","RSMP","RSMP32",-9.353,48.99054,1070
"243","RSMP","RSMP14",-9.38969,48.99161,1630
"244","RSMP","RSMP106",-9.09206,48.99221,560
"245","RSMP","RSMP39",-9.33988,48.99269,270
"246","RSMP","RSMP59",-9.22484,48.99336,980
"247","RSMP","RSMP23",-9.37607,48.99417,1160
"248","RSMP","RSMP9",-9.39937,48.99804,970
"249","RSMP","RSMP36",-9.34967,48.99907,320
"250","RSMP","RSMP124",-9.03835,49.00286,430
"251","RSMP","RSMP73",-9.17391,49.00337,240
"252","RSMP","RSMP101",-9.09664,49.01065,950
"253","RSMP","RSMP150",-8.98755,49.01144,850
"254","RSMP","RSMP51",-9.25711,49.01386,900
"255","RSMP","RSMP92",-9.12406,49.01399,1550
"256","RSMP","RSMP280",-8.0774,49.02468,860
"257","RSMP","RSMP64",-9.2073,49.02519,410
"258","RSMP","RSMP100",-9.0968,49.03157,810
"259","RSMP","RSMP113",-9.06191,49.03249,2330
"260","RSMP","RSMP147",-8.99333,49.03434,1650
"261","RSMP","RSMP158",-8.96476,49.03485,1210
"262","RSMP","RSMP80",-9.15537,49.03612,2530
"263","RSMP","RSMP130",-9.02277,49.03635,1010
"264","RSMP","RSMP169",-8.93857,49.03865,5390
"265","RSMP","RSMP57",-9.23987,49.04652,2360
"266","RSMP","RSMP103",-9.0953,49.05272,180
"267","RSMP","RSMP146",-8.99339,49.05435,2260
"268","RSMP","RSMP90",-9.12657,49.05436,3710
"269","RSMP","RSMP129",-9.02782,49.05455,740
"270","RSMP","RSMP68",-9.18488,49.0555,560
"271","RSMP","RSMP115",-9.05927,49.05611,2160
"272","RSMP","RSMP160",-8.96075,49.0564,4590
"273","RSMP","RSMP175",-8.91827,49.05707,3270
"274","RSMP","RSMP48",-9.2708,49.0678,620
"275","RSMP","RSMP138",-9.0044,49.06897,2040
"276","RSMP","RSMP123",-9.04007,49.07133,1140
"277","RSMP","RSMP102",-9.09541,49.07501,1540
"278","RSMP","RSMP91",-9.12636,49.07622,420
"279","RSMP","RSMP60",-9.22096,49.07848,3990
"280","RSMP","RSMP162",-8.95406,49.07935,1560
"281","RSMP","RSMP136",-9.00803,49.08215,2610
"282","RSMP","RSMP74",-9.17153,49.08865,930
"283","RSMP","RSMP125",-9.0365,49.08972,560
"284","RSMP","RSMP180",-8.90424,49.09142,370
"285","RSMP","RSMP94",-9.1179,49.09826,1130
"286","RSMP","RSMP53",-9.25322,49.10116,320
"287","RSMP","RSMP192",-8.84988,49.10122,570
"288","RSMP","RSMP151",-8.98529,49.10164,2990
"289","RSMP","RSMP171",-8.93616,49.11165,640
"290","RSMP","RSMP111",-9.0684,49.11178,2440
"291","RSMP","RSMP65",-9.20317,49.11186,870
"292","RSMP","RSMP81",-9.15331,49.12071,360
"293","RSMP","RSMP186",-8.88509,49.12213,1080
"294","RSMP","RSMP132",-9.01762,49.1231,3740
"295","RSMP","RSMP98",-9.10124,49.13158,460
"296","RSMP","RSMP58",-9.23414,49.13286,3440
"297","RSMP","RSMP197",-8.83518,49.13354,1230
"298","RSMP","RSMP157",-8.96663,49.13364,860
"299","RSMP","RSMP208",-8.78591,49.14057,430
"300","RSMP","RSMP212",-8.75888,49.14147,3320
"301","RSMP","RSMP117",-9.04757,49.1422,1340
"302","RSMP","RSMP177",-8.91628,49.14338,3760
"303","RSMP","RSMP69",-9.18436,49.14384,5040
"304","RSMP","RSMP87",-9.13273,49.15424,410
"305","RSMP","RSMP209",-8.77751,49.15475,2510
"306","RSMP","RSMP190",-8.86598,49.15515,1160
"307","RSMP","RSMP143",-8.99935,49.15559,2420
"308","RSMP","RSMP216",-8.72541,49.15942,960
"309","REBENT","REBENT63",-1.64999,49.16269,3525
"310","RSMP","RSMP61",-9.21877,49.16273,1040
"311","RSMP","RSMP108",-9.08227,49.16499,500
"312","RSMP","RSMP202",-8.81668,49.16585,90
"313","RSMP","RSMP165",-8.94815,49.16655,2780
"314","RSMP","RSMP211",-8.77066,49.17282,600
"315","RSMP","RSMP75",-9.16555,49.17602,10760
"316","RSMP","RSMP127",-9.03133,49.17626,2790
"317","RSMP","RSMP182",-8.8982,49.17672,830
"318","RSMP","RSMP206",-8.7964,49.17714,280
"319","RSMP","RSMP172",-8.93137,49.17834,840
"320","RSMP","RSMP217",-8.71156,49.18497,850
"321","REBENT","REBENT67",-1.60785,49.18577,3640
"322","RSMP","RSMP154",-8.97494,49.1868,3170
"323","RSMP","RSMP199",-8.8342,49.19525,1550
"324","RSMP","RSMP164",-8.95195,49.19626,1020
"325","RSMP","RSMP205",-8.79935,49.19628,540
"326","RSMP","RSMP173",-8.92984,49.19833,3920
"327","RSMP","RSMP112",-9.06374,49.19883,4130
"328","RSMP","RSMP214",-8.74514,49.20792,1220
"329","RSMP","RSMP82",-9.14957,49.20835,7950
"330","RSMP","RSMP187",-8.87916,49.20875,2100
"331","RSMP","RSMP134",-9.01289,49.2088,770
"332","RSMP","RSMP219",-8.67934,49.20963,1360
"333","RSMP","RSMP153",-8.97719,49.21124,690
"334","RSMP","RSMP198",-8.83496,49.2155,380
"335","RSMP","RSMP1251",-5.36088,49.21859,8320
"336","RSMP","RSMP99",-9.09761,49.21901,1340
"337","RSMP","RSMP159",-8.96162,49.22014,2370
"338","RSMP","RSMP144",-8.99548,49.22131,510
"339","RSMP","RSMP218",-8.71041,49.22312,2170
"340","RSMP","RSMP178",-8.90971,49.22838,5750
"341","RSMP","RSMP72",-9.18221,49.22926,1280
"342","RSMP","RSMP118",-9.04632,49.22939,1180
"343","RSMP","RSMP1307",-5.28021,49.22987,490
"344","RSMP","RSMP210",-8.77685,49.23019,480
"345","RSMP","RSMP88",-9.13088,49.23947,800
"346","RSMP","RSMP1160",-5.48344,49.24034,4090
"347","RSMP","RSMP191",-8.86038,49.2407,790
"348","RSMP","RSMP145",-8.99537,49.24106,2470
"349","RSMP","RSMP1237",-5.37811,49.24228,2140
"350","RSMP","RSMP215",-8.7438,49.24584,580
"351","RSMP","RSMP166",-8.94628,49.25114,840
"352","RSMP","RSMP110",-9.07975,49.25133,3300
"353","RSMP","RSMP203",-8.8105,49.25218,1980
"354","RSMP","RSMP1398",-5.2075,49.25288,420
"355","RSMP","RSMP757",-6.23,49.253,4650
"356","RSMP","RSMP758",-6.22897,49.2532,3350
"357","RSMP","RSMP201",-8.82325,49.25633,3440
"358","RSMP","RSMP1209",-5.41606,49.25861,3190
"359","RSMP","RSMP1245",-5.36537,49.2598,2270
"360","RSMP","RSMP1246",-5.365,49.26,3040
"361","RSMP","RSMP77",-9.16131,49.26161,1130
"362","RSMP","RSMP128",-9.02908,49.26203,810
"363","RSMP","RSMP213",-8.75841,49.26253,1160
"364","RSMP","RSMP184",-8.89406,49.26258,850
"365","RSMP","RSMP204",-8.81043,49.26563,1680
"366","RSMP","RSMP163",-8.95245,49.26862,1210
"367","RSMP","RSMP1268",-5.33508,49.26998,920
"368","REBENT","REBENT105",-0.23755,49.27086,25750
"369","RSMP","RSMP195",-8.8406,49.271,1010
"370","REBENT","REBENT108",-0.22571,49.27102,24725
"371","RSMP","RSMP119",-9.0455,49.27203,5560
"372","RSMP","RSMP96",-9.11182,49.27222,10
"373","RSMP","RSMP152",-8.97794,49.27338,600
"374","RSMP","RSMP1340",-5.2541,49.28138,5100
"375","REBENT","REBENT107",-0.22998,49.2818,45125
"376","RSMP","RSMP114",-9.06141,49.28333,330
"377","RSMP","RSMP207",-8.7916,49.28339,700
"378","RSMP","RSMP194",-8.84302,49.28588,310
"379","REBENT","REBENT104",-0.24301,49.28596,5900
"380","REBENT","REBENT109",-0.20178,49.29007,6250
"381","RSMP","RSMP176",-8.91786,49.29065,1740
"382","RSMP","RSMP1446",-5.17299,49.29218,210
"383","RSMP","RSMP135",-9.01105,49.29465,310
"384","RSMP","RSMP188",-8.87487,49.29491,470
"385","RSMP","RSMP405",-7.093,49.295,1350
"386","RSMP","RSMP85",-9.14404,49.29508,5890
"387","RSMP","RSMP404",-7.09336,49.29527,1330
"388","RSMP","RSMP183",-8.89768,49.29684,630
"389","RSMP","RSMP1519",-5.13084,49.29936,7140
"390","RSMP","RSMP1595",-5.09216,49.3031,710
"391","RSMP","RSMP161",-8.95964,49.30481,320
"392","RSMP","RSMP200",-8.82482,49.30535,650
"393","RSMP","RSMP105",-9.09212,49.30552,730
"394","RSMP","RSMP1223",-5.39024,49.30981,1360
"395","RSMP","RSMP1339",-5.25435,49.31353,1680
"396","RSMP","RSMP1823",-5.0111,49.31403,2520
"397","REBENT","REBENT106",-0.23569,49.31464,8200
"398","RSMP","RSMP179",-8.90852,49.31614,220
"399","RSMP","RSMP121",-9.04215,49.31619,130
"400","RSMP","RSMP1283",-5.30941,49.32091,2950
"401","REBENT","REBENT111",-0.01532,49.3235,3642.85714285714
"402","RSMP","RSMP1936",-4.92994,49.32499,5130
"403","RSMP","RSMP148",-8.99171,49.32706,150
"404","RSMP","RSMP1373",-5.22815,49.33191,1750
"405","RSMP","RSMP193",-8.84933,49.33416,570
"406","REBENT","REBENT110",-0.02261,49.33502,16646.6666666667
"407","RSMP","RSMP2015",-4.8488,49.336,3270
"408","RSMP","RSMP168",-8.94039,49.33705,670
"409","REBENT","REBENT103",-0.44394,49.33947,7741.66666666667
"410","RSMP","RSMP1496",-5.14679,49.34339,530
"411","RSMP","RSMP2069",-4.76778,49.34681,12300
"412","RSMP","RSMP185",-8.88993,49.3484,500
"413","RSMP","RSMP133",-9.01469,49.35384,370
"414","RSMP","RSMP1643",-5.06622,49.35416,3820
"415","REBENT","REBENT96",-1.12695,49.3574,8550
"416","RSMP","RSMP2196",-4.68581,49.35756,5290
"417","RSMP","RSMP196",-8.84027,49.35803,780
"418","RSMP","RSMP155",-8.97228,49.35976,730
"419","REBENT","REBENT95",-1.12888,49.36104,48600
"420","RSMP","RSMP1859",-4.98475,49.36521,760
"421","REBENT","REBENT97",-1.12604,49.36752,25275
"422","RSMP","RSMP174",-8.9245,49.36864,2320
"423","REBENT","REBENT93",-1.13501,49.3715,39642.8571428572
"424","REBENT","REBENT98",-1.12195,49.37189,27600
"425","RSMP","RSMP189",-8.87076,49.38037,1390
"426","RSMP","RSMP137",-9.00529,49.38049,450
"427","RSMP","RSMP2191",-4.68989,49.38096,1560
"428","RSMP","RSMP2028",-4.82272,49.38663,740
"429","RSMP","RSMP1895",-4.96046,49.38711,6000
"430","RSMP","RSMP167",-8.94628,49.3975,580
"431","RSMP","RSMP2095",-4.7402,49.3979,2210
"432","RSMP","RSMP122",-9.04018,49.40154,420
"433","RSMP","RSMP181",-8.90406,49.40157,670
"434","RSMP","RSMP2023",-4.8353,49.40377,310
"435","REBENT","REBENT115",0.077,49.40812,4835
"436","RSMP","RSMP2249",-4.65941,49.40884,1460
"437","RSMP","RSMP149",-8.98855,49.41209,510
"438","REBENT","REBENT118",0.17277,49.4156,10446.4285714286
"439","RSMP","RSMP1897",-4.95838,49.41628,420
"440","REBENT","REBENT92",-1.17532,49.4185,15583.3333333333
"441","REBENT","REBENT113",0.04217,49.419,17021.4285714286
"442","RSMP","RSMP2435",-4.57784,49.41917,7190
"443","RSMP","RSMP170",-8.93721,49.42347,200
"444","RSMP","RSMP1999",-4.87688,49.42733,3760
"445","REBENT","REBENT120",0.24377,49.43066,340
"446","REBENT","REBENT117",0.16033,49.43211,1175
"447","REBENT","REBENT114",0.06657,49.43222,620
"448","REBENT","REBENT94",-1.13065,49.43223,11180
"449","RSMP","RSMP131",-9.02108,49.43361,410
"450","REBENT","REBENT122",0.27912,49.4368,4243.57142857143
"451","RSMP","RSMP2042",-4.79552,49.43803,17150
"452","REBENT","REBENT119",0.21313,49.43923,1589.28571428571
"453","REBENT","REBENT121",0.26743,49.44017,8321.42857142857
"454","RSMP","RSMP156",-8.96995,49.44412,220
"455","RSMP","RSMP2123",-4.7145,49.44851,2300
"456","RSMP","RSMP2007",-4.86445,49.45222,650
"457","RSMP","RSMP120",-9.04334,49.46098,40
"458","RSMP","RSMP2193",-4.68895,49.46355,180
"459","RSMP","RSMP139",-9.00172,49.46643,240
"460","RSMP","RSMP2501",-4.55148,49.47041,820
"461","REBENT","REBENT112",0.01368,49.47408,66610
"462","RSMP","RSMP2013",-4.85055,49.47828,1170
"463","RSMP","RSMP2716",-4.47071,49.48085,2760
"464","RSMP","RSMP126",-9.03528,49.48835,80
"465","RSMP","RSMP2065",-4.76941,49.489,9780
"466","RSMP","RSMP2882",-4.38862,49.49122,9680
"467","RSMP","RSMP2465",-4.56094,49.49136,70
"468","REBENT","REBENT89",-1.20309,49.49341,1355
"469","RSMP","RSMP3184",-4.26088,49.4939,290
"470","RSMP","RSMP2819",-4.41245,49.49818,8630
"471","RSMP","RSMP1847",-4.99874,49.49926,1440
"472","RSMP","RSMP1845",-4.9989,49.49927,260
"473","RSMP","RSMP1846",-4.99883,49.49927,650
"474","RSMP","RSMP140",-9,49.5,4480
"475","RSMP","RSMP294",-8,49.5,4460
"476","RSMP","RSMP414",-7,49.5,4660
"477","RSMP","RSMP863",-6,49.5,24580
"478","RSMP","RSMP3046",-4.30698,49.50173,3160
"479","RSMP","RSMP3448",-4.18866,49.50246,760
"480","RSMP","RSMP2365",-4.6066,49.51042,2100
"481","RSMP","RSMP2577",-4.5246,49.52127,6050
"482","RSMP","RSMP2763",-4.44368,49.53176,1030
"483","RSMP","RSMP2932",-4.36184,49.54221,1820
"484","RSMP","RSMP2722",-4.46955,49.54815,7460
"485","RSMP","RSMP2237",-4.6614,49.55085,800
"486","RSMP","RSMP3119",-4.28001,49.55252,1590
"487","RSMP","RSMP2360",-4.60804,49.561,2230
"488","RSMP","RSMP2433",-4.57942,49.56162,2450
"489","RSMP","RSMP2792",-4.42247,49.56742,950
"490","RSMP","RSMP2658",-4.49795,49.57218,2480
"491","RSMP","RSMP2362",-4.60799,49.57448,1580
"492","REBENT","REBENT55",-1.85397,49.57675,1063.33333333333
"493","REBENT","REBENT56",-1.84418,49.58183,266.666666666667
"494","RSMP","RSMP2121",-4.71598,49.59107,3890
"495","RSMP","RSMP2301",-4.6344,49.60177,1320
"496","RSMP","RSMP2248",-4.65986,49.61589,2620
"497","RSMP","RSMP2310",-4.62938,49.61631,840
