"","data","sta","x","y","AFDW"
"1","REBENT","REBENT203",9.1537,41.3894,123.108809091784
"2","REBENT","REBENT204",9.2436,41.4253,72.132854611246
"3","REBENT","REBENT201",9.008,41.4638,20.0260459715999
"4","REBENT","REBENT202",9.009,41.4639,16.1690360559319
"5","REBENT","REBENT207",9.2856,41.4677,65.0082270586881
"6","REBENT","REBENT206",9.2854,41.468,8.27563152443583
"7","REBENT","REBENT208",9.3146,41.6086,71.7170200274839
"8","REBENT","REBENT200",8.7964,41.8903,69.5201450852949
"9","REBENT","REBENT196",8.69533,41.90267,19.0231700037306
"10","REBENT","REBENT195",8.6086,42.1217,36.7982658655792
"11","REBENT","REBENT215",9.5806,42.1322,39.6971772499469
"12","REBENT","REBENT216",9.5834,42.1327,24.7131032749377
"13","REBENT","REBENT194",8.5769,42.1425,23.074120095097
"14","REBENT","REBENT134",3.1725,42.4453,19.9235367249357
"15","REBENT","REBENT133",3.1724,42.4454,10.821267369849
"16","REBENT","REBENT132",3.14895,42.47861,68.0182855475661
"17","REBENT","REBENT131",3.142,42.48817,3534.43048149297
"18","REBENT","REBENT129",3.0893,42.5317,5.65311530452888
"19","REBENT","REBENT130",3.0894,42.5317,27.55737885937
"20","REBENT","REBENT214",9.5554,42.5427,25.4043730244565
"21","REBENT","REBENT199",8.75763,42.57678,38.9302477082452
"22","REBENT","REBENT197",8.7292,42.5799,26.0855231858183
"23","REBENT","REBENT198",8.7305,42.5799,53.195397914051
"24","REBENT","REBENT213",9.49948,42.61848,32.7419912653737
"25","REBENT","REBENT205",9.285,42.6898,48.9698640111706
"26","REBENT","REBENT210",9.46,42.70592,54.4783268025297
"27","REBENT","REBENT209",9.3339,42.8014,56.9363788271215
"28","REBENT","REBENT127",3.0661,42.8518,14.1213625129891
"29","REBENT","REBENT128",3.0661,42.8521,13.4170510558073
"30","REBENT","REBENT211",9.4871,42.9645,31.5325101603968
"31","REBENT","REBENT212",9.4974,42.9833,39.5007092559424
"32","REBENT","REBENT176",6.4412,43.0031,7530.50439958978
"33","REBENT","REBENT175",6.4333,43.0036,33.0959532571159
"34","REBENT","REBENT174",6.4279,43.007,39.6066717666191
"35","REBENT","REBENT171",6.2743,43.019,63.6622214317844
"36","REBENT","REBENT170",6.2199,43.0411,88.7291664116621
"37","REBENT","REBENT167",5.84888,43.04919,17.7717221989606
"38","REBENT","REBENT172",6.3419,43.0749,37.0929650593997
"39","REBENT","REBENT169",5.965,43.0926,41.5890105500626
"40","REBENT","REBENT168",5.9472,43.0965,29.6006344086145
"41","REBENT","REBENT166",5.7798,43.1021,24.4052064561271
"42","REBENT","REBENT173",6.3868,43.1023,57.7055800166172
"43","REBENT","REBENT165",5.75075,43.11131,33.0897509944138
"44","REBENT","REBENT135",3.2044,43.1532,23.4530441260716
"45","REBENT","REBENT136",3.2045,43.1533,9.2430444527692
"46","REBENT","REBENT164",5.6195,43.1683,3138.09562262629
"47","REBENT","REBENT177",6.5604,43.17773,10.9461322553559
"48","REBENT","REBENT160",5.38624,43.18948,31.4223646131707
"49","REBENT","REBENT159",5.3799,43.1959,38.5422783536931
"50","REBENT","REBENT162",5.5229,43.203,14.2581503511086
"51","REBENT","REBENT157",5.3473,43.2043,37.8435057604245
"52","REBENT","REBENT163",5.5372,43.2047,5.95538125631743
"53","REBENT","REBENT158",5.3483,43.2082,4.19063609422268
"54","REBENT","REBENT161",5.40357,43.21282,151.333650196354
"55","REBENT","REBENT179",6.6955,43.229,66.4307322197179
"56","REBENT","REBENT137",3.4711,43.2391,23.7700681616011
"57","REBENT","REBENT156",5.3448,43.2562,11.245825294859
"58","REBENT","REBENT138",3.4781,43.2608,3389.85169379359
"59","REBENT","REBENT154",5.323,43.2658,51.0181467298091
"60","REBENT","REBENT139",3.5398,43.2715,30.7564269866442
"61","REBENT","REBENT178",6.6442,43.27535,46.2796432279867
"62","REBENT","REBENT152",5.1605,43.311,3639.61767122165
"63","REBENT","REBENT153",5.1782,43.3214,21.7243016781511
"64","REBENT","REBENT147",4.72022,43.33335,55.3610621877911
"65","REBENT","REBENT155",5.3269,43.3371,55.291003173881
"66","REBENT","REBENT151",4.9293,43.3606,45.9765120957422
"67","REBENT","REBENT150",4.9291,43.3607,10.1994112011589
"68","REBENT","REBENT141",3.78056,43.37162,32.425114438306
"69","REBENT","REBENT140",3.7113,43.3772,5.1791485697493
"70","REBENT","REBENT148",4.895,43.3855,57.6716177513322
"71","REBENT","REBENT149",4.8955,43.3855,62.1859859337975
"72","REBENT","REBENT180",6.74731,43.3988,29.0890192855229
"73","REBENT","REBENT181",6.75852,43.41131,19.5105356428469
"74","REBENT","REBENT146",4.50217,43.41333,63.0267486774149
"75","REBENT","REBENT183",6.8685,43.4223,4418.29219996822
"76","REBENT","REBENT182",6.8667,43.4235,18.0010625623529
"77","REBENT","REBENT142",3.96538,43.43398,110.342832950443
"78","REBENT","REBENT145",4.20583,43.43517,24.1996510110055
"79","REBENT","REBENT68",-1.59293,43.465,71.4149503112142
"80","REBENT","REBENT144",4.09904,43.51781,28.1272239407085
"81","REBENT","REBENT143",4.0533,43.526,48.3560844250145
"82","REBENT","REBENT184",6.96356,43.53138,12.6130884042246
"83","REBENT","REBENT188",7.1433,43.5591,2194.81385206923
"84","REBENT","REBENT187",7.1397,43.5595,22.3360049304571
"85","REBENT","REBENT186",7.1353,43.5941,462.614743988219
"86","REBENT","REBENT185",7.1351,43.6131,10.6558512007853
"87","REBENT","REBENT189",7.21944,43.64751,38.9378109542482
"88","REBENT","REBENT78",-1.42712,43.67324,1042.09247852232
"89","REBENT","REBENT77",-1.42987,43.67839,1079.08143660438
"90","REBENT","REBENT76",-1.43143,43.68061,1499.68227534773
"91","REBENT","REBENT190",7.2367,43.6808,14.9668374605625
"92","REBENT","REBENT191",7.311,43.693,41.9874140207436
"93","REBENT","REBENT192",7.42983,43.7285,18.9578104441068
"94","REBENT","REBENT193",7.4948,43.7558,23.3252028023116
"95","REBENT","REBENT85",-1.25885,44.43158,7.39513147712269
"96","REBENT","REBENT86",-1.23566,44.64,5.68301510462207
"97","REBENT","REBENT100",-1.10333,44.6775,77.6142486826023
"98","REBENT","REBENT91",-1.19519,44.68576,446.837722698155
"99","REBENT","REBENT99",-1.10428,44.70982,309.237454846412
"100","REBENT","REBENT90",-1.19812,45.90127,459.352360592579
"101","REBENT","REBENT88",-1.21439,45.94146,147.200613006703
"102","REBENT","REBENT101",-1.08099,45.95315,115.299653111565
"103","REBENT","REBENT102",-1.0798,45.95391,13.3579488266746
"104","REBENT","REBENT87",-1.2146,45.96088,95.1583860432809
"105","REBENT","REBENT84",-1.25992,46.00816,236.707248594742
"106","REBENT","REBENT79",-1.42383,46.20753,365.081368277528
"107","REBENT","REBENT82",-1.30432,46.21231,176.015421999856
"108","REBENT","REBENT83",-1.28351,46.2687,36.0792452985763
"109","REBENT","REBENT53",-1.95633,46.60266,410.845570281029
"110","REBENT","REBENT54",-1.92154,46.66936,492.708772408931
"111","REBENT","REBENT46",-2.22009,46.68324,325.78483005957
"112","REBENT","REBENT51",-2.0181,46.74567,1105.34989450319
"113","REBENT","REBENT48",-2.17105,46.95994,1611.30679737913
"114","REBENT","REBENT49",-2.15118,47.03203,326.103841072068
"115","REBENT","REBENT52",-2.00903,47.05622,414.631603733543
"116","REBENT","REBENT44",-2.45294,47.13689,94.2212582429575
"117","REBENT","REBENT28",-3.13254,47.33133,247.308592753933
"118","REBENT","REBENT41",-2.60486,47.36795,76.3755591659299
"119","REBENT","REBENT37",-2.84348,47.40835,34.1261217975611
"120","REBENT","REBENT43",-2.55249,47.47282,114.04351785172
"121","REBENT","REBENT30",-3.05637,47.48157,165.98382596769
"122","REBENT","REBENT38",-2.83527,47.49262,217.326801731083
"123","REBENT","REBENT42",-2.58246,47.51677,279.633362260023
"124","REBENT","REBENT32",-2.93448,47.5258,184.919406100789
"125","REBENT","REBENT33",-2.89819,47.526,218.633611878417
"126","REBENT","REBENT36",-2.87,47.53059,383.692010344234
"127","REBENT","REBENT29",-3.12018,47.55918,601.39468931922
"128","REBENT","REBENT34",-2.88336,47.56044,1658.37130495492
"129","REBENT","REBENT27",-3.2818,47.64677,167.863622144622
"130","REBENT","REBENT26",-3.32214,47.69302,925.522064273312
"131","REBENT","REBENT25",-3.32953,47.70151,982.585655536127
"132","REBENT","REBENT17",-4.00031,47.73497,395.342851230213
"133","REBENT","REBENT21",-3.88412,47.79177,217.178133593478
"134","REBENT","REBENT18",-3.95782,47.82383,118.077598464434
"135","REBENT","REBENT16",-4.01099,47.85064,5975.21756239865
"136","REBENT","REBENT10",-4.3952,47.8639,37.1929929133457
"137","REBENT","REBENT13",-4.36423,47.88017,145.06249778075
"138","REBENT","REBENT14",-4.32587,48.13465,162.580372562517
"139","REBENT","REBENT7",-4.49109,48.21255,125.699261104865
"140","REBENT","REBENT9",-4.44568,48.23238,358.588388386542
"141","REBENT","REBENT1",-4.89377,48.25852,36.6981289780519
"142","REBENT","REBENT5",-4.58078,48.29685,56.4997323785618
"143","REBENT","REBENT11",-4.37115,48.32195,252.149823755291
"144","REBENT","REBENT12",-4.37039,48.33104,647.429171456007
"145","REBENT","REBENT8",-4.45419,48.33332,130.41993480094
"146","REBENT","REBENT3",-4.76471,48.3733,233.437933948861
"147","REBENT","REBENT2",-4.85428,48.3868,564.687913265472
"148","REBENT","REBENT39",-2.68655,48.5514,498.250222669938
"149","REBENT","REBENT40",-2.66785,48.5672,48.8683830905418
"150","REBENT","REBENT6",-4.56659,48.59894,695.261470637159
"151","REBENT","REBENT4",-4.61237,48.60568,546.752398447902
"152","REBENT","REBENT47",-2.18506,48.60865,120.392215863322
"153","REBENT","REBENT58",-1.83801,48.626,261.486143906587
"154","REBENT","REBENT45",-2.25006,48.6306,219.559133574046
"155","REBENT","REBENT50",-2.13538,48.63685,29.1773320312498
"156","REBENT","REBENT62",-1.65689,48.64193,507.981860507525
"157","REBENT","REBENT81",-1.39648,48.64827,48.9834658322525
"158","REBENT","REBENT72",-1.51331,48.64888,45.3691408815839
"159","REBENT","REBENT74",-1.50485,48.6518,199.083214676977
"160","REBENT","REBENT80",-1.41412,48.65356,237.668725794466
"161","REBENT","REBENT75",-1.45178,48.6554,60.6343155947987
"162","REBENT","REBENT15",-4.27853,48.65701,507.445468823515
"163","REBENT","REBENT20",-3.91736,48.67812,970.436833207363
"164","REBENT","REBENT24",-3.59488,48.67828,314.758792274956
"165","REBENT","REBENT23",-3.6066,48.70828,54.1294761745053
"166","REBENT","REBENT22",-3.86618,48.70833,212.965592123837
"167","REBENT","REBENT19",-3.93372,48.71222,340.111275387851
"168","REBENT","REBENT71",-1.55219,48.71246,58.3563624329528
"169","RSMP","RSMP310",-7.92251,48.75353,4.69387257999615
"170","REBENT","REBENT69",-1.57739,48.76832,56.1513404326418
"171","REBENT","REBENT64",-1.6189,48.77494,50.8338704461555
"172","REBENT","REBENT35",-2.87381,48.78728,185.214565374395
"173","RSMP","RSMP240",-8.245,48.799,42.2285633209754
"174","RSMP","RSMP241",-8.24478,48.79962,20.4940728804229
"175","RSMP","RSMP319",-7.858,48.822,24.8745742406048
"176","RSMP","RSMP320",-7.85742,48.82256,29.1820934042725
"177","REBENT","REBENT31",-3.01935,48.82359,1232.4519191371
"178","RSMP","RSMP52",-9.25689,48.83809,5.16280707917036
"179","RSMP","RSMP20",-9.38303,48.8511,0.20405955088821
"180","RSMP","RSMP37",-9.34752,48.85259,1.20840465610717
"181","RSMP","RSMP44",-9.29589,48.86342,5.08495387506588
"182","RSMP","RSMP34",-9.35255,48.87001,1.10059728504476
"183","RSMP","RSMP56",-9.24315,48.87259,7.9576463819156
"184","REBENT","REBENT70",-1.577,48.87484,81.7291709764801
"185","REBENT","REBENT65",-1.61066,48.87538,96.3847075690921
"186","REBENT","REBENT57",-1.83884,48.87603,174.627988669196
"187","RSMP","RSMP27",-9.36843,48.88058,6.531250647026
"188","REBENT","REBENT59",-1.82816,48.8812,124.095960576498
"189","RSMP","RSMP67",-9.18955,48.88274,4.78268484272267
"190","RSMP","RSMP40",-9.33066,48.88432,4.41922371345933
"191","RSMP","RSMP76",-9.1627,48.88765,1.60144378426016
"192","RSMP","RSMP17",-9.38555,48.89123,4.00153193057439
"193","RSMP","RSMP47",-9.28067,48.89502,23.4844609352555
"194","RSMP","RSMP79",-9.15588,48.90449,159.54217322107
"195","RSMP","RSMP89",-9.12884,48.90927,20.3069514036963
"196","REBENT","REBENT61",-1.77972,48.9095,599.326855086983
"197","RSMP","RSMP33",-9.35262,48.91226,8.93284379491415
"198","RSMP","RSMP19",-9.3842,48.91251,12.1638021118405
"199","RSMP","RSMP71",-9.18316,48.91277,2.35075854882792
"200","RSMP","RSMP62",-9.21817,48.91346,43.0816283135459
"201","RSMP","RSMP43",-9.31289,48.91662,27.0408117916887
"202","RSMP","RSMP83",-9.14866,48.92222,14.922582406309
"203","RSMP","RSMP50",-9.26492,48.92604,3.58320296604621
"204","RSMP","RSMP93",-9.12228,48.92663,0.943584292694022
"205","REBENT","REBENT60",-1.80484,48.92667,181.56138738878
"206","RSMP","RSMP104",-9.09519,48.9311,3.66557900985264
"207","RSMP","RSMP35",-9.3501,48.93448,2.141041942392
"208","RSMP","RSMP41",-9.31757,48.93464,5.60991229878928
"209","RSMP","RSMP55",-9.24912,48.93509,4.22857739292098
"210","RSMP","RSMP15",-9.38832,48.93564,2.13632951104434
"211","RSMP","RSMP70",-9.18426,48.9359,2.50386457455641
"212","RSMP","RSMP63",-9.21504,48.93599,33.8510642101225
"213","RSMP","RSMP86",-9.14135,48.93928,3.53129587300497
"214","RSMP","RSMP95",-9.11472,48.94383,12.5334163234032
"215","RSMP","RSMP18",-9.3848,48.94445,9.09350765475186
"216","RSMP","RSMP25",-9.37127,48.94693,13.1935265888658
"217","RSMP","RSMP107",-9.08821,48.9486,110.126633871228
"218","RSMP","RSMP11",-9.39424,48.95067,9.15202652966507
"219","RSMP","RSMP78",-9.15979,48.95069,0.745244540103021
"220","RSMP","RSMP28",-9.36738,48.95572,0.80393408115108
"221","RSMP","RSMP54",-9.24999,48.95627,3.23368847896492
"222","RSMP","RSMP42",-9.31529,48.95633,10.8811731572344
"223","RSMP","RSMP45",-9.28405,48.95648,1.54288048221122
"224","RSMP","RSMP13",-9.39043,48.95936,11.6065617960495
"225","RSMP","RSMP97",-9.10777,48.96087,3.7735560351532
"226","RSMP","RSMP22",-9.37785,48.9619,42.9799858932081
"227","RSMP","RSMP30",-9.36418,48.96429,3.03998942425399
"228","RSMP","RSMP109",-9.08111,48.96606,57.5197316424036
"229","RSMP","RSMP16",-9.38703,48.96807,7.87602819134996
"230","RSMP","RSMP116",-9.05444,48.96959,2.09398777948039
"231","RSMP","RSMP24",-9.37406,48.97058,13.0210821120438
"232","RSMP","RSMP66",-9.193,48.97134,3.32876148053137
"233","RSMP","RSMP31",-9.36013,48.97299,3.88443543739443
"234","RSMP","RSMP10",-9.39666,48.97426,7.99613198953125
"235","RSMP","RSMP46",-9.28211,48.97848,3.63002401222401
"236","RSMP","RSMP26",-9.37023,48.97921,3.39343636436656
"237","RSMP","RSMP84",-9.14551,48.98142,35.9218736277441
"238","RSMP","RSMP12",-9.39328,48.98302,2.17554255624179
"239","RSMP","RSMP38",-9.34333,48.98406,7.39808450663732
"240","RSMP","RSMP21",-9.38009,48.98561,7.72683653649825
"241","RSMP","RSMP29",-9.36652,48.98814,6.20678146199181
"242","RSMP","RSMP32",-9.353,48.99054,2.54702853894124
"243","RSMP","RSMP14",-9.38969,48.99161,16.1526380453269
"244","RSMP","RSMP106",-9.09206,48.99221,16.5476385758451
"245","RSMP","RSMP39",-9.33988,48.99269,2.76204329723355
"246","RSMP","RSMP59",-9.22484,48.99336,8.62552236611867
"247","RSMP","RSMP23",-9.37607,48.99417,33.3326366200479
"248","RSMP","RSMP9",-9.39937,48.99804,2.19149371324714
"249","RSMP","RSMP36",-9.34967,48.99907,0.97575359461174
"250","RSMP","RSMP124",-9.03835,49.00286,16.5045404022531
"251","RSMP","RSMP73",-9.17391,49.00337,0.595181301029993
"252","RSMP","RSMP101",-9.09664,49.01065,94.7819424856605
"253","RSMP","RSMP150",-8.98755,49.01144,2.38976948837193
"254","RSMP","RSMP51",-9.25711,49.01386,2.91953812996317
"255","RSMP","RSMP92",-9.12406,49.01399,3.40692198537989
"256","RSMP","RSMP280",-8.0774,49.02468,7.12171678389368
"257","RSMP","RSMP64",-9.2073,49.02519,2.33417403422943
"258","RSMP","RSMP100",-9.0968,49.03157,1.62543882593131
"259","RSMP","RSMP113",-9.06191,49.03249,4.15263190712962
"260","RSMP","RSMP147",-8.99333,49.03434,3.70471914017362
"261","RSMP","RSMP158",-8.96476,49.03485,5.06433978276069
"262","RSMP","RSMP80",-9.15537,49.03612,128.954701354399
"263","RSMP","RSMP130",-9.02277,49.03635,3.41531697589059
"264","RSMP","RSMP169",-8.93857,49.03865,12.802185403916
"265","RSMP","RSMP57",-9.23987,49.04652,9.33563460895505
"266","RSMP","RSMP103",-9.0953,49.05272,0.54774598545578
"267","RSMP","RSMP146",-8.99339,49.05435,48.2879462028952
"268","RSMP","RSMP90",-9.12657,49.05436,25.5399098206115
"269","RSMP","RSMP129",-9.02782,49.05455,4.77760691035322
"270","RSMP","RSMP68",-9.18488,49.0555,5.60667893065015
"271","RSMP","RSMP115",-9.05927,49.05611,2.01757344596889
"272","RSMP","RSMP160",-8.96075,49.0564,70.8888910762336
"273","RSMP","RSMP175",-8.91827,49.05707,3.47843861810464
"274","RSMP","RSMP48",-9.2708,49.0678,1.85090876967334
"275","RSMP","RSMP138",-9.0044,49.06897,18.3109432070325
"276","RSMP","RSMP123",-9.04007,49.07133,66.5161400357069
"277","RSMP","RSMP102",-9.09541,49.07501,26.2608104549983
"278","RSMP","RSMP91",-9.12636,49.07622,1.63698885531487
"279","RSMP","RSMP60",-9.22096,49.07848,235.057766829265
"280","RSMP","RSMP162",-8.95406,49.07935,4.95235594545776
"281","RSMP","RSMP136",-9.00803,49.08215,63.8867449530758
"282","RSMP","RSMP74",-9.17153,49.08865,4.42789404406067
"283","RSMP","RSMP125",-9.0365,49.08972,0.682333498408146
"284","RSMP","RSMP180",-8.90424,49.09142,1.57397147506827
"285","RSMP","RSMP94",-9.1179,49.09826,3.89733712332996
"286","RSMP","RSMP53",-9.25322,49.10116,4.75486780459526
"287","RSMP","RSMP192",-8.84988,49.10122,1.95537474705145
"288","RSMP","RSMP151",-8.98529,49.10164,35.4709110446367
"289","RSMP","RSMP171",-8.93616,49.11165,2.88670814737222
"290","RSMP","RSMP111",-9.0684,49.11178,31.0163100431432
"291","RSMP","RSMP65",-9.20317,49.11186,6.94307501951574
"292","RSMP","RSMP81",-9.15331,49.12071,1.74699256014371
"293","RSMP","RSMP186",-8.88509,49.12213,7.76226446131138
"294","RSMP","RSMP132",-9.01762,49.1231,25.7849095467522
"295","RSMP","RSMP98",-9.10124,49.13158,2.8566506068486
"296","RSMP","RSMP58",-9.23414,49.13286,37.0638431359756
"297","RSMP","RSMP197",-8.83518,49.13354,9.89837819595078
"298","RSMP","RSMP157",-8.96663,49.13364,13.7516344536969
"299","RSMP","RSMP208",-8.78591,49.14057,7.0320730165652
"300","RSMP","RSMP212",-8.75888,49.14147,36.8987195904919
"301","RSMP","RSMP117",-9.04757,49.1422,10.858054798813
"302","RSMP","RSMP177",-8.91628,49.14338,28.6710615766735
"303","RSMP","RSMP69",-9.18436,49.14384,24.7045720896982
"304","RSMP","RSMP87",-9.13273,49.15424,0.88365260237895
"305","RSMP","RSMP209",-8.77751,49.15475,40.7376436871698
"306","RSMP","RSMP190",-8.86598,49.15515,150.815762160793
"307","RSMP","RSMP143",-8.99935,49.15559,8.35957168262016
"308","RSMP","RSMP216",-8.72541,49.15942,13.5027315502205
"309","REBENT","REBENT63",-1.64999,49.16269,71.5808371271791
"310","RSMP","RSMP61",-9.21877,49.16273,22.3640125089485
"311","RSMP","RSMP108",-9.08227,49.16499,4.41824661344614
"312","RSMP","RSMP202",-8.81668,49.16585,0.348829052630467
"313","RSMP","RSMP165",-8.94815,49.16655,39.4104824465083
"314","RSMP","RSMP211",-8.77066,49.17282,1.31445463064228
"315","RSMP","RSMP75",-9.16555,49.17602,424.331031842017
"316","RSMP","RSMP127",-9.03133,49.17626,70.6537983118995
"317","RSMP","RSMP182",-8.8982,49.17672,12.1398919785931
"318","RSMP","RSMP206",-8.7964,49.17714,4.98887885670824
"319","RSMP","RSMP172",-8.93137,49.17834,7.09167706463624
"320","RSMP","RSMP217",-8.71156,49.18497,3.723525873383
"321","REBENT","REBENT67",-1.60785,49.18577,35.988153618768
"322","RSMP","RSMP154",-8.97494,49.1868,15.9656437564111
"323","RSMP","RSMP199",-8.8342,49.19525,8.46208957021807
"324","RSMP","RSMP164",-8.95195,49.19626,5.17313787625481
"325","RSMP","RSMP205",-8.79935,49.19628,4.11198309202219
"326","RSMP","RSMP173",-8.92984,49.19833,30.5589852941876
"327","RSMP","RSMP112",-9.06374,49.19883,11.8718498721857
"328","RSMP","RSMP214",-8.74514,49.20792,23.7249945544186
"329","RSMP","RSMP82",-9.14957,49.20835,150.676756920513
"330","RSMP","RSMP187",-8.87916,49.20875,4.79657269555015
"331","RSMP","RSMP134",-9.01289,49.2088,10.766088231659
"332","RSMP","RSMP219",-8.67934,49.20963,4.46711269204275
"333","RSMP","RSMP153",-8.97719,49.21124,16.5560023451256
"334","RSMP","RSMP198",-8.83496,49.2155,4.60795985646073
"335","RSMP","RSMP1251",-5.36088,49.21859,28.0747053507429
"336","RSMP","RSMP99",-9.09761,49.21901,8.78348519265969
"337","RSMP","RSMP159",-8.96162,49.22014,12.4188740609181
"338","RSMP","RSMP144",-8.99548,49.22131,1.30537316909417
"339","RSMP","RSMP218",-8.71041,49.22312,11.5542570211698
"340","RSMP","RSMP178",-8.90971,49.22838,82.5407461092124
"341","RSMP","RSMP72",-9.18221,49.22926,5.707231898628
"342","RSMP","RSMP118",-9.04632,49.22939,6.99492878204313
"343","RSMP","RSMP1307",-5.28021,49.22987,0.49237666650204
"344","RSMP","RSMP210",-8.77685,49.23019,1.74931772915577
"345","RSMP","RSMP88",-9.13088,49.23947,8.65352222683301
"346","RSMP","RSMP1160",-5.48344,49.24034,6.76582498190281
"347","RSMP","RSMP191",-8.86038,49.2407,4.18191916232635
"348","RSMP","RSMP145",-8.99537,49.24106,18.0670087038749
"349","RSMP","RSMP1237",-5.37811,49.24228,2.16181713795787
"350","RSMP","RSMP215",-8.7438,49.24584,2.41981747305104
"351","RSMP","RSMP166",-8.94628,49.25114,3.34457725820028
"352","RSMP","RSMP110",-9.07975,49.25133,59.6705896573223
"353","RSMP","RSMP203",-8.8105,49.25218,22.6528461747063
"354","RSMP","RSMP1398",-5.2075,49.25288,0.438936272040762
"355","RSMP","RSMP757",-6.23,49.253,92.2323122651747
"356","RSMP","RSMP758",-6.22897,49.2532,16.4180026896527
"357","RSMP","RSMP201",-8.82325,49.25633,17.6116370179382
"358","RSMP","RSMP1209",-5.41606,49.25861,9.04750489159322
"359","RSMP","RSMP1245",-5.36537,49.2598,18.4905765092929
"360","RSMP","RSMP1246",-5.365,49.26,53.7878480967588
"361","RSMP","RSMP77",-9.16131,49.26161,4.07657998493026
"362","RSMP","RSMP128",-9.02908,49.26203,3.90205759756872
"363","RSMP","RSMP213",-8.75841,49.26253,3.35052871664927
"364","RSMP","RSMP184",-8.89406,49.26258,30.9261888987533
"365","RSMP","RSMP204",-8.81043,49.26563,44.9353005143636
"366","RSMP","RSMP163",-8.95245,49.26862,14.7819407903927
"367","RSMP","RSMP1268",-5.33508,49.26998,4.98062079664926
"368","REBENT","REBENT105",-0.23755,49.27086,2916.96740109827
"369","RSMP","RSMP195",-8.8406,49.271,11.2281943635399
"370","REBENT","REBENT108",-0.22571,49.27102,1915.44157783263
"371","RSMP","RSMP119",-9.0455,49.27203,23.1454700863492
"372","RSMP","RSMP96",-9.11182,49.27222,0.0245538461538462
"373","RSMP","RSMP152",-8.97794,49.27338,4.38309416293343
"374","RSMP","RSMP1340",-5.2541,49.28138,31.1808984387183
"375","REBENT","REBENT107",-0.22998,49.2818,3212.05042832434
"376","RSMP","RSMP114",-9.06141,49.28333,0.266130133661504
"377","RSMP","RSMP207",-8.7916,49.28339,4.47494988344009
"378","RSMP","RSMP194",-8.84302,49.28588,1.71026950468281
"379","REBENT","REBENT104",-0.24301,49.28596,314.778666733218
"380","REBENT","REBENT109",-0.20178,49.29007,137.193483353962
"381","RSMP","RSMP176",-8.91786,49.29065,16.3509494807156
"382","RSMP","RSMP1446",-5.17299,49.29218,1.5235984296955
"383","RSMP","RSMP135",-9.01105,49.29465,47.1252792880129
"384","RSMP","RSMP188",-8.87487,49.29491,1.18458141741974
"385","RSMP","RSMP405",-7.093,49.295,5.20771373346108
"386","RSMP","RSMP85",-9.14404,49.29508,6.21518813255424
"387","RSMP","RSMP404",-7.09336,49.29527,7.8826036937945
"388","RSMP","RSMP183",-8.89768,49.29684,2.65619421716117
"389","RSMP","RSMP1519",-5.13084,49.29936,52.3011797990871
"390","RSMP","RSMP1595",-5.09216,49.3031,1.3820393599905
"391","RSMP","RSMP161",-8.95964,49.30481,1.42633386003086
"392","RSMP","RSMP200",-8.82482,49.30535,5.95132288006103
"393","RSMP","RSMP105",-9.09212,49.30552,6.65715620703964
"394","RSMP","RSMP1223",-5.39024,49.30981,4.61336868093405
"395","RSMP","RSMP1339",-5.25435,49.31353,5.55237383757318
"396","RSMP","RSMP1823",-5.0111,49.31403,10.4372318607799
"397","REBENT","REBENT106",-0.23569,49.31464,115.526376830724
"398","RSMP","RSMP179",-8.90852,49.31614,1.77155959582693
"399","RSMP","RSMP121",-9.04215,49.31619,1.16781198085299
"400","RSMP","RSMP1283",-5.30941,49.32091,29.696024335644
"401","REBENT","REBENT111",-0.01532,49.3235,25.7451954207046
"402","RSMP","RSMP1936",-4.92994,49.32499,4.43186961248735
"403","RSMP","RSMP148",-8.99171,49.32706,0.4018757674288
"404","RSMP","RSMP1373",-5.22815,49.33191,9.71949350916841
"405","RSMP","RSMP193",-8.84933,49.33416,2.36034740263362
"406","REBENT","REBENT110",-0.02261,49.33502,133.479951811296
"407","RSMP","RSMP2015",-4.8488,49.336,9.74546565592754
"408","RSMP","RSMP168",-8.94039,49.33705,5.52257388232812
"409","REBENT","REBENT103",-0.44394,49.33947,76.8331712805693
"410","RSMP","RSMP1496",-5.14679,49.34339,3.0952737147874
"411","RSMP","RSMP2069",-4.76778,49.34681,25.1076260092578
"412","RSMP","RSMP185",-8.88993,49.3484,2.15388032085395
"413","RSMP","RSMP133",-9.01469,49.35384,16.8834448387871
"414","RSMP","RSMP1643",-5.06622,49.35416,9.720032810656
"415","REBENT","REBENT96",-1.12695,49.3574,230.003888210634
"416","RSMP","RSMP2196",-4.68581,49.35756,40.4615646171259
"417","RSMP","RSMP196",-8.84027,49.35803,4.20300071362653
"418","RSMP","RSMP155",-8.97228,49.35976,6.25675966984601
"419","REBENT","REBENT95",-1.12888,49.36104,478.645723078116
"420","RSMP","RSMP1859",-4.98475,49.36521,4.44054314267236
"421","REBENT","REBENT97",-1.12604,49.36752,130.079298379629
"422","RSMP","RSMP174",-8.9245,49.36864,5.82033004436135
"423","REBENT","REBENT93",-1.13501,49.3715,185.960627549383
"424","REBENT","REBENT98",-1.12195,49.37189,254.476185091067
"425","RSMP","RSMP189",-8.87076,49.38037,14.7074875183422
"426","RSMP","RSMP137",-9.00529,49.38049,2.33615903046208
"427","RSMP","RSMP2191",-4.68989,49.38096,4.26666554638737
"428","RSMP","RSMP2028",-4.82272,49.38663,3.32121035676437
"429","RSMP","RSMP1895",-4.96046,49.38711,11.0178514554551
