"","data","sta","x","y","AFDW_Dep"
"9059","RSMP","RSMP13313",0.42855,50.5035,9.70329811157856
"9060","RSMP","RSMP13314",0.42873,53.3031,0.402473583862991
"9061","RSMP","RSMP13315",0.42879,52.99392,1.22467687029634
"9062","RSMP","RSMP13316",0.42888,50.50776,8.23224453463623
"9063","RSMP","RSMP13317",0.42889,53.92213,0.925106083060871
"9064","RSMP","RSMP13318",0.4289,53.42974,4.19693148268817
"9065","RSMP","RSMP13319",0.42904,50.49422,5.51589252756568
"9066","RSMP","RSMP1332",-5.26323,51.8615,1.73391706985377
"9067","RSMP","RSMP13320",0.42905,50.49426,9.09910537540453
"9068","RSMP","RSMP13321",0.42908,50.49428,7.51173760149909
"9069","RSMP","RSMP13322",0.42911,50.49432,4.61176057001096
"9070","RSMP","RSMP13323",0.42914,50.49424,19.8279715214416
"9071","RSMP","RSMP13324",0.42922,50.49431,5.86850911610904
"9072","RSMP","RSMP13325",0.43005,52.95286,0.0182043934364506
"9073","RSMP","RSMP13326",0.43007,53.11706,8.44582077452402
"9074","RSMP","RSMP13327",0.43014,53.20885,0.834725798418513
"9075","RSMP","RSMP13328",0.43025,53.33607,0.0392446721324125
"9076","RSMP","RSMP13329",0.43028,54.42347,0.667851723527813
"9077","RSMP","RSMP1333",-5.26185,51.83533,8.52906124538021
"9078","RSMP","RSMP13331",0.43042,50.52505,0.0725548244632099
"9079","RSMP","RSMP13332",0.4307,50.5722,2.03169250953194
"9080","RSMP","RSMP13333",0.431,58.137,2.10971341151962
"9081","RSMP","RSMP13334",0.43102,50.5061,4.81452089500503
"9082","RSMP","RSMP13335",0.43111,50.5061,5.83919319061903
"9083","RSMP","RSMP13336",0.43113,50.50608,0.0138874437924163
"9084","RSMP","RSMP13337",0.43126,50.50617,7.46476939083881
"9085","RSMP","RSMP13338",0.4315,50.487,12.1497493185524
"9086","RSMP","RSMP1334",-5.26,51.76,0.00276101694982949
"9087","RSMP","RSMP13340",0.43155,53.3987,3.37332896368394
"9088","RSMP","RSMP13341",0.4316,53.38697,0.704778233612855
"9089","RSMP","RSMP13342",0.43161,50.46946,0.722116832710223
"9090","RSMP","RSMP13343",0.43173,50.46995,19.8973342330866
"9091","RSMP","RSMP13344",0.43175,50.46949,1.40995589310451
"9092","RSMP","RSMP13345",0.43176,50.46949,3.37998321166377
"9093","RSMP","RSMP13346",0.43188,50.46996,2.93806981023438
"9094","RSMP","RSMP13347",0.432,50.46998,1.34012103697705
"9095","RSMP","RSMP13348",0.4321,53.63233,4.62314892608018
"9096","RSMP","RSMP13349",0.43211,50.47041,9.00580053328827
"9097","RSMP","RSMP1335",-5.26,51.78,67.1907968589881
"9098","RSMP","RSMP13350",0.43215,53.2915,3.79905635731541
"9099","RSMP","RSMP13351",0.43228,53.07172,31.2674634215079
"9100","RSMP","RSMP13352",0.43234,50.47027,14.4909071580673
"9101","RSMP","RSMP13353",0.43273,50.41784,15.7236399475863
"9102","RSMP","RSMP13354",0.43273,53.214,2.49727239974963
"9103","RSMP","RSMP13355",0.43284,50.47033,2.00614300019934
"9104","RSMP","RSMP13356",0.43315,50.37776,0.548147217616634
"9105","RSMP","RSMP13357",0.43397,53.37516,15.3115322917666
"9106","RSMP","RSMP13358",0.43402,53.4442,23.9647083337156
"9107","RSMP","RSMP13359",0.43416,50.42428,45.5433132956392
"9108","RSMP","RSMP1336",-5.26,51.83,4.99179355330384
"9109","RSMP","RSMP13361",0.43462,53.09956,3.09971636625283
"9110","RSMP","RSMP13363",0.43483,50.41621,7.68459601133407
"9111","RSMP","RSMP13364",0.43484,50.41631,2.59002628054787
"9112","RSMP","RSMP13365",0.43489,50.41632,9.87381218909077
"9113","RSMP","RSMP13366",0.43494,50.41623,7.90606995537903
"9114","RSMP","RSMP13367",0.43494,50.41634,12.9231263213395
"9115","RSMP","RSMP13368",0.43501,50.41627,6.2554304654906
"9116","RSMP","RSMP13369",0.43505,53.21748,0.901597797843335
"9117","RSMP","RSMP1337",-5.26,51.86,1.54281467632673
"9118","RSMP","RSMP13370",0.43512,53.21753,1.70999343601363
"9119","RSMP","RSMP13371",0.43517,50.41371,1.10471416372144
"9120","RSMP","RSMP13372",0.43525,52.9479,0.660138523466937
"9121","RSMP","RSMP13373",0.43561,54.9786,15.8288654286549
"9122","RSMP","RSMP13374",0.43567,50.51135,19.245752461112
"9123","RSMP","RSMP13375",0.43569,52.92835,0.402772818218742
"9124","RSMP","RSMP13376",0.43572,53.68505,52.0304908764103
"9125","RSMP","RSMP13377",0.4362,50.50115,0.164825165646322
"9126","RSMP","RSMP13378",0.43666,53.41994,5.05777748450749
"9127","RSMP","RSMP13379",0.43675,53.04389,1.04119458807233
"9128","RSMP","RSMP1338",-5.25593,52.70763,6.12417748503245
"9129","RSMP","RSMP13380",0.43682,53.01289,0.0594962684530825
"9130","RSMP","RSMP13381",0.43722,50.55744,13.5239129232599
"9131","RSMP","RSMP13382",0.43759,50.42176,36.2736266105897
"9132","RSMP","RSMP13383",0.43769,53.46063,306.572475077639
"9133","RSMP","RSMP13384",0.43785,53.1134,2.32900377549269
"9134","RSMP","RSMP13385",0.43793,50.50461,6.6750628584929
"9135","RSMP","RSMP13386",0.43822,53.16794,20.8801472703348
"9136","RSMP","RSMP13387",0.43833,50.49952,0.841416069270109
"9137","RSMP","RSMP13388",0.43838,50.49957,0.299856960647304
"9138","RSMP","RSMP13389",0.4384,50.49948,0.757547717232057
"9139","RSMP","RSMP1339",-5.25435,49.31353,2.6785623217107
"9140","RSMP","RSMP13390",0.43855,50.49142,8.82559291623642
"9141","RSMP","RSMP13391",0.43857,50.49956,7.81675398328049
"9142","RSMP","RSMP13392",0.43896,53.04519,0.860674510211872
"9143","RSMP","RSMP13393",0.43933,50.49147,4.001371803957
"9144","RSMP","RSMP13394",0.43952,53.3547,24.8078667000523
"9145","RSMP","RSMP13395",0.43968,53.65156,29.7241835468701
"9146","RSMP","RSMP13396",0.43973,50.49176,1.42185176656635
"9147","RSMP","RSMP13397",0.4399,50.42018,6.77596057815609
"9148","RSMP","RSMP13398",0.43991,50.42017,6.88580111923944
"9149","RSMP","RSMP13399",0.43993,50.4202,15.6796998935086
"9150","RSMP","RSMP134",-9.01289,49.2088,14.9964359039338
"9151","RSMP","RSMP1340",-5.2541,49.28138,7.99933852883485
"9152","RSMP","RSMP13400",0.43994,53.29841,0.149003868602598
"9153","RSMP","RSMP13401",0.43995,50.42011,10.3405596317994
"9154","RSMP","RSMP13402",0.43998,50.42012,20.3068289187358
"9155","RSMP","RSMP13403",0.43998,50.42017,4.53158422977259
"9156","RSMP","RSMP13404",0.44059,50.50897,7.7852009050019
"9157","RSMP","RSMP13405",0.44068,53.62611,5.88322191520624
"9158","RSMP","RSMP13406",0.44142,50.49233,8.61312068660455
"9159","RSMP","RSMP13407",0.44142,50.49234,3.60430492609618
"9160","RSMP","RSMP13408",0.44159,50.41456,6.77928336635191
"9161","RSMP","RSMP13409",0.44228,50.4922,1.079717786518
"9162","RSMP","RSMP1341",-5.25376,53.50774,13.2443044461167
"9163","RSMP","RSMP13410",0.44245,50.49217,3.0611441857692
"9164","RSMP","RSMP13411",0.44268,50.62999,2.53742841542313
"9165","RSMP","RSMP13412",0.44273,50.50738,5.94337647994576
"9166","RSMP","RSMP13413",0.44278,50.49218,5.25409590532995
"9167","RSMP","RSMP13414",0.44287,50.50732,7.22160393648778
"9168","RSMP","RSMP13415",0.44294,50.50733,11.6967526503172
"9169","RSMP","RSMP13416",0.44295,50.50739,10.4931668238387
"9170","RSMP","RSMP13417",0.44302,50.50733,0.844369419878758
"9171","RSMP","RSMP13418",0.44326,53.17506,3.70205657195881
"9172","RSMP","RSMP13419",0.44331,53.58882,20.5546562079489
"9173","RSMP","RSMP1342",-5.25353,52.63618,22.7044076606958
"9174","RSMP","RSMP13420",0.44352,50.54269,2.99726441639948
"9175","RSMP","RSMP13421",0.44363,50.49599,51.4479175581794
"9176","RSMP","RSMP13422",0.44378,50.704,15.1510150817476
"9177","RSMP","RSMP13423",0.4442,55.84043,47.4602824106037
"9178","RSMP","RSMP13424",0.44423,50.42186,15.8992826831889
"9179","RSMP","RSMP13425",0.44429,50.42182,0.663971206171602
"9180","RSMP","RSMP13426",0.4443,50.42188,17.675915238241
"9181","RSMP","RSMP13428",0.4444,53.01457,0.94631508752621
"9182","RSMP","RSMP13429",0.44448,53.61129,12.8822832807298
"9183","RSMP","RSMP1343",-5.25289,52.769,0.938184921054711
"9184","RSMP","RSMP13430",0.44461,50.75085,0.152680964675751
"9185","RSMP","RSMP13431",0.44471,50.54259,5.27981962746821
"9186","RSMP","RSMP13432",0.44476,50.54449,2.14970852476591
"9187","RSMP","RSMP13433",0.44529,53.07194,0.00162518007294737
"9188","RSMP","RSMP13434",0.44553,53.0583,0.414942886773274
"9189","RSMP","RSMP13435",0.44571,50.50582,5.90531222145126
"9190","RSMP","RSMP13438",0.44609,53.93435,0.839102891752906
"9191","RSMP","RSMP13439",0.44624,53.3947,0.00134246563968001
"9192","RSMP","RSMP1344",-5.25116,52.56514,15.8084272629872
"9193","RSMP","RSMP13440",0.4463,50.48512,15.198486789958
"9194","RSMP","RSMP13441",0.44674,53.15745,2.06519844887746
"9195","RSMP","RSMP13442",0.44682,53.02064,NA
"9196","RSMP","RSMP13443",0.44698,53.40479,2.75140223766156
"9197","RSMP","RSMP13444",0.44727,50.32883,3.76905000171957
"9198","RSMP","RSMP13445",0.44727,53.38164,0.298423555087448
"9199","RSMP","RSMP13447",0.44746,53.6414,6.64062258722551
"9200","RSMP","RSMP13448",0.44748,53.25888,3.00712500982227
"9201","RSMP","RSMP1345",-5.25024,51.85385,0.983374805814046
"9202","RSMP","RSMP13450",0.44788,50.50422,11.1351387020606
"9203","RSMP","RSMP13451",0.44796,50.50423,27.6889672283444
"9204","RSMP","RSMP13452",0.44798,50.5043,17.4199064012231
"9205","RSMP","RSMP13453",0.44801,50.50427,6.51542749835852
"9206","RSMP","RSMP13454",0.44802,50.50421,5.05776433427352
"9207","RSMP","RSMP13455",0.44808,50.50432,5.09581905447717
"9208","RSMP","RSMP13456",0.44818,50.50257,0.521185294184311
"9209","RSMP","RSMP13457",0.44821,50.50249,0.218585732735396
"9210","RSMP","RSMP13458",0.44824,50.42045,23.2576278538862
"9211","RSMP","RSMP13459",0.44825,50.46789,5.51458166892209
"9212","RSMP","RSMP13460",0.44827,50.46791,3.88040461237624
"9213","RSMP","RSMP13461",0.44831,50.4293,2.88640622949364
"9214","RSMP","RSMP13462",0.44835,50.46788,7.90936275815127
"9215","RSMP","RSMP13463",0.44837,50.46783,1.9221977444395
"9216","RSMP","RSMP13464",0.4484,50.46796,5.75532902808014
"9217","RSMP","RSMP13465",0.4484,50.50024,18.7686639625987
"9218","RSMP","RSMP13466",0.44843,50.48359,2.53883362342084
"9219","RSMP","RSMP13467",0.44852,50.48354,2.2499187365958
"9220","RSMP","RSMP13468",0.44853,50.50211,2.197993500545
"9221","RSMP","RSMP13469",0.44854,50.48349,1.72208204725628
"9222","RSMP","RSMP1347",-5.25,51.85,1.0908097094627
"9223","RSMP","RSMP13470",0.44855,50.50203,0.970741728289587
"9224","RSMP","RSMP13471",0.44858,50.5022,2.17246465382591
"9225","RSMP","RSMP13472",0.44859,50.48351,9.60678939719776
"9226","RSMP","RSMP13473",0.4486,50.48359,43.351696778274
"9227","RSMP","RSMP13474",0.44861,50.50212,0.690937226267975
"9228","RSMP","RSMP13475",0.44865,53.06356,0.035626916595024
"9229","RSMP","RSMP13476",0.44869,50.48361,2.3894119584719
"9230","RSMP","RSMP13477",0.4487,50.4837,3.57671930120261
"9231","RSMP","RSMP13478",0.44871,50.48353,0.965073190261243
"9232","RSMP","RSMP13479",0.44873,50.48362,1.32356482775524
"9233","RSMP","RSMP1348",-5.24952,53.38902,1.69658321900491
"9234","RSMP","RSMP13481",0.44887,50.48854,4.65247998823035
"9235","RSMP","RSMP13482",0.44901,50.48378,0.587507369084101
"9236","RSMP","RSMP13483",0.44904,50.4837,0.317086950774034
"9237","RSMP","RSMP13484",0.44904,50.52034,1.46628596822391
"9238","RSMP","RSMP13485",0.44907,50.52027,0.57062486938408
"9239","RSMP","RSMP13486",0.44939,53.37197,20.4662133885323
"9240","RSMP","RSMP13487",0.44941,50.46744,2.54734259271522
"9241","RSMP","RSMP13488",0.44944,50.46736,2.07735743726958
"9242","RSMP","RSMP13489",0.44944,50.46775,0.672870466966115
"9243","RSMP","RSMP1349",-5.24721,53.59595,0.0318183928070937
"9244","RSMP","RSMP13490",0.44947,50.46768,1.10253298393903
"9245","RSMP","RSMP13491",0.44969,50.46751,0.0395190862163025
"9246","RSMP","RSMP13492",0.44972,50.46744,0.0197595431081513
"9247","RSMP","RSMP13493",0.45,58.1703,0.36649111037847
"9248","RSMP","RSMP13494",0.45013,53.06426,0.312526701966923
"9249","RSMP","RSMP13495",0.45023,53.89973,1.27291901661411
"9250","RSMP","RSMP13496",0.45032,50.67938,2.8440312497845
"9251","RSMP","RSMP13497",0.45057,50.41887,18.957189560751
"9252","RSMP","RSMP13498",0.45058,50.41882,11.0536794618678
"9253","RSMP","RSMP13499",0.4506,50.49869,15.6150740628327
"9254","RSMP","RSMP135",-9.01105,49.29465,0.669642408601197
"9255","RSMP","RSMP1350",-5.2471,53.45705,3.87606655856168
"9256","RSMP","RSMP13500",0.45062,50.49867,20.4970710674447
"9257","RSMP","RSMP13501",0.45063,50.49864,23.1791426032579
"9258","RSMP","RSMP13502",0.45066,50.49866,74.2001531124849
"9259","RSMP","RSMP13503",0.45068,50.49869,6.0841099058868
"9260","RSMP","RSMP13504",0.45072,50.49873,1.01638016092745
"9261","RSMP","RSMP13505",0.45074,53.13854,147.654124475995
"9262","RSMP","RSMP13506",0.45078,53.43599,7.05142792961879
"9263","RSMP","RSMP13507",0.45088,50.44524,2.04742686121614
"9264","RSMP","RSMP13508",0.4512,50.53052,7.01429160899864
"9265","RSMP","RSMP13509",0.45192,53.84765,3.63962665981079
"9266","RSMP","RSMP1351",-5.24592,51.84489,0.346112207625435
"9267","RSMP","RSMP13510",0.45307,50.35349,0.065812591090228
"9268","RSMP","RSMP13511",0.4531,50.35362,5.19489889286108
"9269","RSMP","RSMP13512",0.45313,50.35359,5.67347610765045
"9270","RSMP","RSMP13513",0.45315,50.35355,8.00734796350448
"9271","RSMP","RSMP13514",0.45322,50.3536,7.38918940673428
"9272","RSMP","RSMP13515",0.45322,50.35364,12.528112304517
"9273","RSMP","RSMP13516",0.45388,53.18897,1996.3062096969
"9274","RSMP","RSMP13517",0.45474,50.49423,44.6515209694288
"9275","RSMP","RSMP13518",0.45513,53.31947,3.02822048416059
"9276","RSMP","RSMP1352",-5.24487,53.27086,7.81864733420103
"9277","RSMP","RSMP13520",0.45521,50.4267,5.28976188262669
"9278","RSMP","RSMP13521",0.45594,53.06621,2.1026461056502
"9279","RSMP","RSMP13522",0.45601,50.6471,6.24481988335289
"9280","RSMP","RSMP13523",0.45602,54.24501,17.3854267253286
"9281","RSMP","RSMP13524",0.45628,50.3853,4.96471293097514
"9282","RSMP","RSMP13525",0.45684,53.34207,28.1584384333998
"9283","RSMP","RSMP13526",0.45703,54.79484,2.73291408014419
"9284","RSMP","RSMP13527",0.45721,53.29114,6.91210206124317
"9285","RSMP","RSMP13528",0.45742,53.46566,36.381485793696
"9286","RSMP","RSMP13529",0.45754,50.47328,32.3880857391305
"9287","RSMP","RSMP1353",-5.24219,52.73284,17.8845956257804
"9288","RSMP","RSMP13530",0.45763,50.78857,0.428097818382774
"9289","RSMP","RSMP13531",0.4579,53.3901,70.3623751886329
"9290","RSMP","RSMP13532",0.45793,53.27415,1.16963757489052
"9291","RSMP","RSMP13533",0.45837,50.50665,22.4482144542645
"9292","RSMP","RSMP13534",0.4585,53.1,0.411031768175027
"9293","RSMP","RSMP13535",0.45855,53.1001,0.0696701964638928
"9294","RSMP","RSMP13536",0.45888,50.4205,8.33259501768619
"9295","RSMP","RSMP13537",0.45918,50.51485,2.15239222561319
"9296","RSMP","RSMP13538",0.45989,53.06694,2.68387832690562
"9297","RSMP","RSMP13539",0.46008,53.59724,6.66575893401979
"9298","RSMP","RSMP13540",0.46025,53.92371,1.74078248801028
"9299","RSMP","RSMP13541",0.46055,50.45334,6.28269864211641
"9300","RSMP","RSMP13542",0.46063,50.50501,7.40357266514392
"9301","RSMP","RSMP13543",0.46067,50.50508,14.5624171100876
"9302","RSMP","RSMP13544",0.4608,50.37114,0.603330195613525
"9303","RSMP","RSMP13545",0.46081,50.4084,3.62055996823552
"9304","RSMP","RSMP13547",0.46116,50.69947,2.02677831257609
"9305","RSMP","RSMP13548",0.46119,50.69937,1.19428297129031
"9306","RSMP","RSMP13549",0.46136,50.71527,0.222768281960679
"9307","RSMP","RSMP1355",-5.24,51.84,0.196653499860708
"9308","RSMP","RSMP13550",0.46139,50.7153,0.442695298791104
"9309","RSMP","RSMP13552",0.46293,54.3985,0.20059094899832
"9310","RSMP","RSMP13553",0.46302,53.40174,20.1644353096324
"9311","RSMP","RSMP13554",0.46363,53.138,5.23580790341958
"9312","RSMP","RSMP13555",0.46393,53.37453,3.48616190398458
"9313","RSMP","RSMP13556",0.46413,53.55618,1.84989503897128
"9314","RSMP","RSMP13557",0.46427,53.2635,7.66801723200534
"9315","RSMP","RSMP13559",0.46481,52.97243,0.0534173139648938
"9316","RSMP","RSMP1356",-5.24,52.66175,43.6798729167655
"9317","RSMP","RSMP13560",0.46489,50.59365,33.3266445359118
"9318","RSMP","RSMP13561",0.4649,53.45147,55.6830647243939
"9319","RSMP","RSMP13562",0.46502,53.02791,0.450911145607878
"9320","RSMP","RSMP13563",0.46507,53.36333,8.6413363217944
"9321","RSMP","RSMP13564",0.46519,53.41451,6.98985706810662
"9322","RSMP","RSMP13565",0.46618,50.42004,34.883471589285
"9323","RSMP","RSMP13566",0.46718,50.50033,5.20243046979634
"9324","RSMP","RSMP13567",0.46751,53.42171,0.00162518007294737
"9325","RSMP","RSMP13569",0.46766,50.56466,9.12436008396529
"9326","RSMP","RSMP1357",-5.23861,55.77404,0.876152109880603
"9327","RSMP","RSMP13570",0.46783,50.51016,2.44306291621636
"9328","RSMP","RSMP13571",0.46784,53.31959,4.84298779723868
"9329","RSMP","RSMP13572",0.46831,50.41845,3.26740549716747
"9330","RSMP","RSMP13573",0.46837,50.41852,5.42414309469485
"9331","RSMP","RSMP13574",0.4684,53.38296,15.0030117043059
"9332","RSMP","RSMP13575",0.46842,50.41845,13.7749903041025
"9333","RSMP","RSMP13576",0.46844,50.41842,2.49992936845263
"9334","RSMP","RSMP13577",0.46846,50.41846,10.7866054304035
"9335","RSMP","RSMP13578",0.46849,50.41837,10.3409339975507
"9336","RSMP","RSMP13579",0.46852,50.77577,2.5824584891115
"9337","RSMP","RSMP1358",-5.23739,52.59081,16.8721031620169
"9338","RSMP","RSMP13580",0.46854,50.41847,20.2548394064913
"9339","RSMP","RSMP13581",0.46873,53.30353,3.50872407832865
"9340","RSMP","RSMP13583",0.46911,53.86588,3.33389168385869
"9341","RSMP","RSMP13584",0.46919,50.49206,7.27296244118515
"9342","RSMP","RSMP13585",0.46975,53.23645,2.25525038019601
"9343","RSMP","RSMP13586",0.46981,53.64658,1.27197367546896
"9344","RSMP","RSMP13588",0.46997,50.51742,4.01212882609717
"9345","RSMP","RSMP13589",0.47017,53.10387,9.70102016061837
"9346","RSMP","RSMP1359",-5.23458,51.76061,3.00445364277485
"9347","RSMP","RSMP13590",0.47023,50.42752,7.35728284274485
"9348","RSMP","RSMP13591",0.47024,53.10388,7.94841009354697
"9349","RSMP","RSMP13592",0.47086,53.28479,16.332807173671
"9350","RSMP","RSMP13593",0.47095,50.48229,0.892833497616055
"9351","RSMP","RSMP13594",0.47098,53.39471,2.47503684145746
"9352","RSMP","RSMP13595",0.4711,53.32655,3.52577669211187
"9353","RSMP","RSMP13596",0.4712,53.23218,6.14953095882706
"9354","RSMP","RSMP13598",0.47184,53.17901,6.53655176373997
"9355","RSMP","RSMP13599",0.47193,50.4497,40.5888612378686
"9356","RSMP","RSMP136",-9.00803,49.08215,63.3919702739074
"9357","RSMP","RSMP1360",-5.23388,53.5895,7.00317925204743
"9358","RSMP","RSMP13600",0.47245,53.62572,13.8227904674445
"9359","RSMP","RSMP13601",0.47299,53.61648,37.753466954852
"9360","RSMP","RSMP13602",0.47315,50.34662,4.68322665040365
"9361","RSMP","RSMP13603",0.47341,50.39205,10.5403946066833
"9362","RSMP","RSMP13604",0.47343,53.34542,2.60563152261655
"9363","RSMP","RSMP13605",0.47346,50.33209,1.70419462778169
"9364","RSMP","RSMP13606",0.47348,50.39206,13.3649441600526
"9365","RSMP","RSMP13607",0.47349,50.39205,14.9670658610092
"9366","RSMP","RSMP13608",0.47349,50.39211,3.9710420933605
"9367","RSMP","RSMP1361",-5.23367,53.58933,7.20268933707766
"9368","RSMP","RSMP13610",0.4737,53.09213,29.9966400288741
"9369","RSMP","RSMP13611",0.4739,50.48564,2.32811255959919
"9370","RSMP","RSMP13612",0.47415,50.44813,18.5724640846238
"9371","RSMP","RSMP13613",0.47417,50.44806,14.6909713074076
"9372","RSMP","RSMP13614",0.47418,50.44804,8.36476015571296
"9373","RSMP","RSMP13615",0.47418,53.10831,25.6905611567564
"9374","RSMP","RSMP13616",0.47422,50.44806,4.48100178066034
"9375","RSMP","RSMP13617",0.47424,50.44811,88.3075422932815
"9376","RSMP","RSMP13618",0.47433,53.51516,4.03876642067636
"9377","RSMP","RSMP13619",0.47602,50.54955,2.79481237068642
"9378","RSMP","RSMP1362",-5.23352,52.80334,1.61189938662425
"9379","RSMP","RSMP13620",0.47621,50.38628,2.48447775253604
"9380","RSMP","RSMP13621",0.47624,53.41222,5.0051456198468
"9381","RSMP","RSMP13622",0.47672,50.38364,9.62500412081352
"9382","RSMP","RSMP13623",0.47733,50.48748,8.41201147764618
"9383","RSMP","RSMP13624",0.47764,55.70167,17.908864438397
"9384","RSMP","RSMP13625",0.47787,50.4848,3.17369294819694
"9385","RSMP","RSMP13627",0.47819,50.49773,15.959052919857
"9386","RSMP","RSMP13628",0.47825,50.42187,7.37759605621402
"9387","RSMP","RSMP13629",0.47835,53.4342,0.122750058605626
"9388","RSMP","RSMP1363",-5.2327,55.1727,2.52470717846051
"9389","RSMP","RSMP13630",0.47843,53.70694,10.8618061561387
"9390","RSMP","RSMP13631",0.47863,50.48658,7.87905312161151
"9391","RSMP","RSMP13632",0.47874,50.43477,2.70434507853301
"9392","RSMP","RSMP13633",0.47891,50.38197,38.8157775035314
"9393","RSMP","RSMP13634",0.47894,53.9095,1.43544379082815
"9394","RSMP","RSMP13635",0.47896,50.382,2.88150014557452
"9395","RSMP","RSMP13636",0.47897,50.38206,4.63690602443557
"9396","RSMP","RSMP13637",0.479,50.38199,16.2912574752264
"9397","RSMP","RSMP13639",0.47906,50.38198,43.0777294428934
"9398","RSMP","RSMP13640",0.47915,50.7111,2.78087303421306
"9399","RSMP","RSMP13641",0.4795,58.61233,30.6545112625692
"9400","RSMP","RSMP13642",0.4796,53.31482,16.4093691525814
"9401","RSMP","RSMP13643",0.4798,50.44931,1.93418649108745
"9402","RSMP","RSMP13644",0.47981,50.46133,27.365601151276
"9403","RSMP","RSMP13645",0.47981,53.27411,0.743954567742182
"9404","RSMP","RSMP13646",0.47996,50.51753,18.9780530646996
"9405","RSMP","RSMP13647",0.48005,53.5054,21.1057561147132
"9406","RSMP","RSMP13648",0.48027,50.49608,6.87598587278303
"9407","RSMP","RSMP13649",0.48043,50.49612,7.25091700664919
"9408","RSMP","RSMP13650",0.48048,50.48395,1.18600081888749
"9409","RSMP","RSMP13651",0.48059,53.67172,56.6942880700492
"9410","RSMP","RSMP13652",0.48065,52.95712,0.00753549939867469
"9411","RSMP","RSMP13655",0.48108,50.47817,1.97697408955856
"9412","RSMP","RSMP13656",0.48172,50.4806,7.91413462049655
"9413","RSMP","RSMP13657",0.48174,50.72156,10.8848816044145
"9414","RSMP","RSMP13658",0.48177,50.72148,1.22202980506691
"9415","RSMP","RSMP13659",0.48195,50.47635,28.0209655071202
"9416","RSMP","RSMP1366",-5.23,51.76,1.60538874044971
"9417","RSMP","RSMP13660",0.482,50.51591,4.96145053890987
"9418","RSMP","RSMP13661",0.48201,53.20504,6.51598473248897
"9419","RSMP","RSMP13662",0.48203,53.20565,4.96452823649116
"9420","RSMP","RSMP13663",0.48208,50.48602,NA
"9421","RSMP","RSMP13664",0.48212,50.51588,10.6162042144802
"9422","RSMP","RSMP13665",0.48212,50.5159,4.19058541612367
"9423","RSMP","RSMP13666",0.48212,50.51594,7.27377924696975
"9424","RSMP","RSMP13667",0.48215,50.51588,1.02791851471584
"9425","RSMP","RSMP13668",0.48216,53.20538,0.945371315597686
"9426","RSMP","RSMP13669",0.48217,50.51581,8.7171923365409
"9427","RSMP","RSMP13670",0.48223,50.51586,21.0288458264444
"9428","RSMP","RSMP13671",0.48236,50.50437,15.8402061275524
"9429","RSMP","RSMP13672",0.48238,53.32448,14.5469661281096
"9430","RSMP","RSMP13673",0.48238,53.36985,3.38723683155304
"9431","RSMP","RSMP13674",0.48238,55.58401,26.1836202708188
"9432","RSMP","RSMP13675",0.48239,50.53563,1.18792496247534
"9433","RSMP","RSMP13676",0.48241,53.38182,3.65595856141722
"9434","RSMP","RSMP13677",0.48258,50.81331,0.00856999186585368
"9435","RSMP","RSMP13678",0.48314,53.35386,3.70414671787849
"9436","RSMP","RSMP13679",0.48316,50.70717,0.503930572492109
"9437","RSMP","RSMP13680",0.48321,50.70708,0.424527290396331
"9438","RSMP","RSMP13681",0.48322,54.42754,0.870507931227392
"9439","RSMP","RSMP13682",0.48331,50.70691,1.27044291619397
"9440","RSMP","RSMP13683",0.48334,50.70664,0.790451926517153
"9441","RSMP","RSMP13684",0.48357,50.39698,15.5232504284272
"9442","RSMP","RSMP13685",0.48358,50.69761,4.60932191670487
"9443","RSMP","RSMP13686",0.48367,50.62955,11.3407498578883
"9444","RSMP","RSMP13687",0.48371,53.30141,4.76561347366114
"9445","RSMP","RSMP13688",0.48388,50.488,1.78102596417668
"9446","RSMP","RSMP13689",0.48397,53.03548,3.32354668521142
"9447","RSMP","RSMP1369",-5.22949,53.18575,31.0446661804224
"9448","RSMP","RSMP13690",0.48476,50.36245,8.63006488749186
"9449","RSMP","RSMP13691",0.48483,50.58493,5.80673706760865
"9450","RSMP","RSMP13692",0.48495,50.38793,6.19959820435684
"9451","RSMP","RSMP13693",0.48497,50.38794,18.1333293132902
"9452","RSMP","RSMP13694",0.48497,50.48493,2.11815646301579
"9453","RSMP","RSMP13695",0.48502,53.39948,11.0492976579894
"9454","RSMP","RSMP13696",0.48503,50.38792,6.25599055561134
"9455","RSMP","RSMP13697",0.48508,50.38796,8.80816203680647
"9456","RSMP","RSMP13698",0.48514,53.38945,0.744044270714991
"9457","RSMP","RSMP13699",0.48542,53.39179,4.84195791792445
"9458","RSMP","RSMP137",-9.00529,49.38049,4.63575160241385
"9459","RSMP","RSMP1370",-5.22849,53.62988,9.01576470248611
"9460","RSMP","RSMP13700",0.48546,50.45567,10.5610043605691
"9461","RSMP","RSMP13701",0.48548,53.39398,0.418083744827439
"9462","RSMP","RSMP13702",0.48558,53.59627,12.5720447241727
"9463","RSMP","RSMP13703",0.48573,50.3663,1.84468458077731
"9464","RSMP","RSMP13704",0.4858,50.39548,7.23074673750049
"9465","RSMP","RSMP13705",0.48586,50.3954,8.89083334980216
"9466","RSMP","RSMP13706",0.48586,50.39546,6.48738670500695
"9467","RSMP","RSMP13707",0.48589,50.39548,20.6160967176661
"9468","RSMP","RSMP13708",0.48591,50.39546,1.75071342310546
"9469","RSMP","RSMP13709",0.48602,50.48027,2.77281626065438
